Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tom Banton,877051,c Shahid Afridi b Mohammad Irfan,4,5,1,0,80.0,0
Kamran Akmal †,41028,c Vince b Sohail Tanvir,15,9,3,0,166.67,0
Haider Ali,1168651,c Rossouw b Sohail Tanvir,47,27,6,2,174.07,0
Shoaib Malik,42657,c †Zeeshan Ashraf b Mohammad Ilyas,2,4,0,0,50.0,0
Liam Livingstone,403902,c †Zeeshan Ashraf b Mohammad Ilyas,0,2,0,0,0.0,0
Liam Dawson,211855,c †Zeeshan Ashraf b Shahid Afridi,22,23,1,0,95.65,0
Wahab Riaz,43590,c Vince b Imran Tahir,9,7,2,0,128.57,0
Daren Sammy (c),53115,c Vince b Mohammad Irfan,2,13,0,0,15.38,0
Hasan Ali,681305,c Mohammad Ilyas b Sohail Tanvir,8,6,1,0,133.33,0
Mohammad Amir Khan,1206240,not out ,7,9,1,0,77.78,0
Rahat Ali,323244,c Shahid Afridi b Sohail Tanvir,1,6,0,0,16.67,0
James Vince,296597,c Mohammad Amir Khan b Hasan Ali,5,5,1,0,100.0,1
Moeen Ali,8917,c Dawson b Rahat Ali,2,4,0,0,50.0,1
Shan Masood (c),233901,c †Kamran Akmal b Wahab Riaz,8,5,1,0,160.0,1
Rilee Rossouw,318845,not out ,49,42,7,1,116.67,1
Zeeshan Ashraf †,520183,c Banton b Wahab Riaz,12,5,3,0,240.0,1
Khushdil Shah,716733,not out ,43,29,4,2,148.28,1
