Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Prithvi Shaw,1070168,run out (HH Pandya),12,8,2,0,150.0,0
Glenn Maxwell,325026, b Bumrah,22,18,4,0,122.22,0
Shreyas Iyer (c),642519,c KH Pandya b Markande,6,10,0,0,60.0,0
Rishabh Pant †,931581,c Pollard b KH Pandya,64,44,4,4,145.45,0
Vijay Shankar,477021,not out ,43,30,3,2,143.33,0
Abhishek Sharma,1070183,not out ,15,10,0,1,150.0,0
Suryakumar Yadav,446507,c Shankar b Lamichhane,12,4,1,1,300.0,1
Evin Lewis,431901,st †Pant b Mishra,48,31,3,4,154.84,1
Ishan Kishan †,720471,c Shankar b Mishra,5,13,0,0,38.46,1
Kieron Pollard,230559,c Boult b Lamichhane,7,7,0,0,100.0,1
Rohit Sharma (c),34102,c Boult b Patel,13,11,1,0,118.18,1
Krunal Pandya,471342,c sub (R Tewatia) b Lamichhane,4,3,1,0,133.33,1
Hardik Pandya,625371,c sub (R Tewatia) b Mishra,27,17,2,1,158.82,1
Ben Cutting,230371,c Maxwell b Patel,37,20,2,3,185.0,1
Mayank Markande,1081442, b Boult,3,10,0,0,30.0,1
Jasprit Bumrah,625383,c Boult b Patel,0,1,0,0,0.0,1
Mustafizur Rahman,330902,not out ,0,0,0,0,,1
