Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Virat Kohli (c),253802,c Vijay b Cariappa,20,21,36,2,0,95.24,0
KL Rahul †,422108, b Cariappa,42,25,34,6,1,168.0,0
AB de Villiers,44936,c Cariappa b Sandeep Sharma,64,35,54,5,2,182.86,0
Shane Watson,8180, b Patel,1,3,4,0,0,33.33,0
Sachin Baby,432783,run out (Miller/†Saha),33,29,62,1,0,113.79,0
Travis Head,530011,c Vijay b Sandeep Sharma,11,7,12,1,0,157.14,0
Stuart Binny,27223,not out ,0,0,1,0,0,,0
Hashim Amla,43906,c Binny b Watson,21,20,24,2,0,105.0,1
Murali Vijay (c),237095,c Chahal b Watson,89,57,83,12,1,156.14,1
Wriddhiman Saha †,279810,run out (†Rahul),16,13,26,1,0,123.08,1
David Miller,321777,st †Rahul b Chahal,0,1,2,0,0,0.0,1
Marcus Stoinis,325012,not out ,34,22,48,3,1,154.55,1
Farhaan Behardien,44410,not out ,9,7,19,1,0,128.57,1
