Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Fakhar Zaman,512191, b Munaweera,31,27,3,0,114.81,0
Umar Amin,288211,c Perera b Udana,45,37,3,1,121.62,0
Babar Azam,348144,not out ,34,31,2,0,109.68,0
Shoaib Malik,42657,c de Silva b Sanjaya,51,24,5,2,212.5,0
Faheem Ashraf,681117,not out ,13,3,0,2,433.33,0
Danushka Gunathilaka,345821,c & b Mohammad Hafeez,9,7,1,0,128.57,1
Dilshan Munaweera,304735, b Mohammad Amir,1,4,0,0,25.0,1
Sadeera Samarawickrama †,629076,c Babar Azam b Imad Wasim,4,7,0,0,57.14,1
Mahela Udawatte,50802,c Babar Azam b Faheem Ashraf,11,13,1,0,84.62,1
Dasun Shanaka,437316,c Imad Wasim b Faheem Ashraf,54,36,5,3,150.0,1
Chaturanga de Silva,345825, b Mohammad Amir,21,20,1,0,105.0,1
Thisara Perera (c),233514,c Shadab Khan b Hasan Ali,10,12,1,0,83.33,1
Seekkuge Prasanna,268740,c †Sarfraz Ahmed b Mohammad Amir,16,8,0,2,200.0,1
Sachith Pathirana,212756,c Mohammad Hafeez b Mohammad Amir,14,10,2,0,140.0,1
Isuru Udana,328026,not out ,0,0,0,0,,1
Vikum Sanjaya,422092,not out ,1,3,0,0,33.33,1
