Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Khurram Manzoor,41140,c Asad Shafiq b Anwar Ali,35,39,2,0,89.74,0
Joe Denly,12454,run out (Watson),14,14,1,0,100.0,0
Babar Azam,348144,c †Sarfraz Ahmed b Rahat Ali,10,12,0,0,83.33,0
Colin Ingram,45705,c Rahat Ali b Archer,41,21,5,2,195.24,0
Ravi Bopara,10582,c Rossouw b Anwar Ali,24,18,4,0,133.33,0
Shahid Afridi,42639, b Watson,4,8,0,0,50.0,0
Imad Wasim (c),227758,c †Sarfraz Ahmed b Archer,2,3,0,0,66.67,0
Mohammad Rizwan †,323389,c †Sarfraz Ahmed b Watson,5,3,1,0,166.67,0
Mohammad Irfan,805925,c Umar Amin b Watson,0,1,0,0,0.0,0
Mohammad Amir,290948,not out ,0,0,0,0,,0
Tymal Mills,459257,not out ,5,2,1,0,250.0,0
Asad Shafiq,316397,c Khurram Manzoor b Imad Wasim,2,6,0,0,33.33,1
Shane Watson,8180,run out (†Mohammad Rizwan),1,6,0,0,16.67,1
Umar Amin,288211,c Shahid Afridi b Mohammad Irfan,31,31,4,0,100.0,1
Kevin Pietersen,19296,c Bopara b Mills,6,4,1,0,150.0,1
Rilee Rossouw,318845,c Bopara b Imad Wasim,18,19,1,1,94.74,1
Sarfaraz Ahmed (c)†,227760,lbw b Shahid Afridi,7,6,1,0,116.67,1
Mohammad Nawaz,348148,c †Mohammad Rizwan b Mohammad Amir,30,20,3,1,150.0,1
Hassan Khan,959789,not out ,17,14,0,0,121.43,1
Anwar Ali,232491,c †Mohammad Rizwan b Mills,7,10,1,0,70.0,1
Jofra Archer,669855,c Denly b Mohammad Irfan,5,4,1,0,125.0,1
