Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492,lbw b Cottrell,0,1,3,0,0,0.0,0
Colin Munro,232359, b Cottrell,0,1,10,0,0,0.0,0
Kane Williamson (c),277906,c †Hope b Cottrell,148,154,212,14,1,96.1,0
Ross Taylor,38699,c Holder b Gayle,69,95,148,7,0,72.63,0
Tom Latham †,388802,c & b Cottrell,12,16,35,0,0,75.0,0
James Neesham,355269,c Cottrell b Brathwaite,28,23,43,1,1,121.74,0
Colin de Grandhomme,55395,run out (Cottrell),16,6,11,1,1,266.67,0
Mitchell Santner,502714,c Cottrell b Brathwaite,10,5,8,0,1,200.0,0
Matt Henry,506612,not out ,0,0,1,0,0,,0
Chris Gayle,51880,c Boult b de Grandhomme,87,84,111,8,6,103.57,1
Shai Hope †,581379, b Boult,1,3,12,0,0,33.33,1
Nicholas Pooran,604302,c †Latham b Boult,1,7,17,0,0,14.29,1
Shimron Hetmyer,670025, b Ferguson,54,45,72,8,1,120.0,1
Jason Holder (c),391485,c †Latham b Ferguson,0,1,2,0,0,0.0,1
Carlos Brathwaite,457249,c Boult b Neesham,101,82,117,9,5,123.17,1
Ashley Nurse,315594,c †Latham b Boult,1,8,9,0,0,12.5,1
Evin Lewis,431901,c Neesham b Boult,0,3,4,0,0,0.0,1
Kemar Roach,230553,c †Latham b Henry,14,31,44,0,1,45.16,1
Sheldon Cottrell,495551, b Ferguson,15,26,30,2,0,57.69,1
Oshane Thomas,914567,not out ,0,4,24,0,0,0.0,1
