Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Usman Khawaja,215155,lbw b Faulkner,54,34,7,1,158.82,0
Alex Hales,249866,c Milenko b Boland,60,37,6,3,162.16,0
Callum Ferguson (c),5236,c Short b Rose,33,22,4,0,150.0,0
Alex Ross,333624,run out (Wright/†McDermott),21,13,2,1,161.54,0
Chris Morris,439952,c Wright b Ellis,14,9,2,0,155.56,0
Daniel Sams,826901,not out ,7,4,1,0,175.0,0
Arjun Nair,901157,not out ,0,1,0,0,0.0,0
Matthew Wade (c),230193,c †Lenton b Cook,14,11,0,1,127.27,1
D'Arcy Short,308798,c Ferguson b Cook,37,24,5,1,154.17,1
Macalister Wright,816627,c Hales b Tremain,5,8,0,0,62.5,1
Ben McDermott †,603410,c Sams b Morris,13,14,1,0,92.86,1
George Bailey,4451,c sub (CJ Green) b Morris,13,7,3,0,185.71,1
Simon Milenko,326639,c Hales b Cook,28,27,4,0,103.7,1
Clive Rose,288285, b Cook,1,2,0,0,50.0,1
James Faulkner,270484,c †Lenton b Morris,5,5,0,0,100.0,1
Nathan Ellis,826915,c Nair b Sams,5,7,0,0,71.43,1
Qais Ahmad,914171,c Khawaja b Sams,8,6,0,1,133.33,1
Scott Boland,446548,not out ,0,0,0,0,,1
