Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Stephen Cook,44656,lbw b Mathews,10,41,75,0,0,24.39,0
Dean Elgar,230852,c Karunaratne b Kumara,27,54,80,3,0,50.0,0
Hashim Amla,43906,c †Chandimal b Pradeep,134,265,391,16,0,50.57,0
Jean-Paul Duminy,44932,c Mendis b Kumara,155,221,293,19,0,70.14,0
Duanne Olivier,486679,c †Chandimal b Mathews,3,24,41,0,0,12.5,0
Faf du Plessis (c),44828,c Mendis b Pradeep,16,25,33,2,0,64.0,0
Temba Bavuma,372116,c Silva b Pradeep,0,2,3,0,0,0.0,0
Quinton de Kock †,379143,c de Silva b Kumara,34,51,99,5,0,66.67,0
Vernon Philander,46945,c †Chandimal b Pradeep,0,7,13,0,0,0.0,0
Wayne Parnell,265564,c Tharanga b Kumara,23,47,58,4,0,48.94,0
Kagiso Rabada,550215,not out ,0,9,9,0,0,0.0,0
Dimuth Karunaratne,227772,c †de Kock b Philander,0,4,3,0,0,0.0,1
Kaushal Silva,50482,c †de Kock b Rabada,13,42,66,2,0,30.95,1
Kusal Mendis,629074,c Duminy b Rabada,41,58,86,6,1,70.69,1
Dhananjaya de Silva,465793,c Bavuma b Philander,10,24,33,1,0,41.67,1
Angelo Mathews (c),49764,c †de Kock b Rabada,19,43,84,3,0,44.19,1
Dinesh Chandimal †,300628,c †de Kock b Philander,5,30,46,0,0,16.67,1
Upul Tharanga,50747,c Elgar b Olivier,24,45,69,4,0,53.33,1
Rangana Herath,49178,c Cook b Olivier,8,11,19,1,0,72.73,1
Suranga Lakmal,49619,c Rabada b Parnell,4,9,18,1,0,44.44,1
Lahiru Kumara,784375,not out ,1,1,12,0,0,100.0,1
Nuwan Pradeep,324358,c & b Parnell,4,7,9,0,0,57.14,1
Dimuth Karunaratne,227772, b Rabada,50,78,138,5,0,64.1,2
Kaushal Silva,50482,c †de Kock b Rabada,0,1,4,0,0,0.0,2
Kusal Mendis,629074, b Parnell,24,50,50,5,0,48.0,2
Dhananjaya de Silva,465793,c du Plessis b Olivier,12,23,59,1,0,52.17,2
Angelo Mathews (c),49764,c du Plessis b Olivier,10,11,23,1,0,90.91,2
Dinesh Chandimal †,300628,c Amla b Philander,10,15,23,2,0,66.67,2
Upul Tharanga,50747,c Duminy b Parnell,26,29,60,5,0,89.66,2
Rangana Herath,49178,c Bavuma b Parnell,10,17,25,2,0,58.82,2
Suranga Lakmal,49619,c Philander b Parnell,31,26,40,6,0,119.23,2
Lahiru Kumara,784375,c Cook b Olivier,0,2,4,0,0,0.0,2
Nuwan Pradeep,324358,not out ,0,4,5,0,0,0.0,2
