Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Josh Inglis †,662235, b Morris,18,11,3,0,163.64,0
Liam Livingstone,403902,c †Lenton b Tremain,20,27,0,0,74.07,0
Mitchell Marsh (c),272450,c Hales b Cook,11,12,1,0,91.67,0
Cameron Bancroft,501011,not out ,35,25,3,1,140.0,0
Ashton Turner,500268,c Hales b Sams,1,5,0,0,20.0,0
Tim David,892749,not out ,13,10,1,0,130.0,0
Usman Khawaja,215155,run out (†Inglis),22,22,1,0,100.0,1
Alex Hales,249866,c Kelly b Fawad Ahmed,47,27,4,2,174.07,1
Callum Ferguson (c),5236,not out ,9,10,0,0,90.0,1
Alex Ross,333624, b Richardson,6,6,1,0,100.0,1
Chris Morris,439952,not out ,11,5,1,1,220.0,1
