Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Imam-ul-Haq,568276,c McDermott b Abbott,14,15,2,0,93.33,0
Babar Azam (c),348144,lbw b Starc,6,7,1,0,85.71,0
Mohammad Rizwan †,323389, b Starc,0,1,0,0,0.0,0
Haris Sohail,318788,c Richardson b Agar,8,16,0,0,50.0,0
Iftikhar Ahmed,480603,c Starc b Richardson,45,37,6,0,121.62,0
Khushdil Shah,716733,c Starc b Richardson,8,11,0,0,72.73,0
Imad Wasim,227758,c Agar b Abbott,6,6,0,0,100.0,0
Shadab Khan,922943,c Finch b Richardson,1,8,0,0,12.5,0
Mohammad Amir,290948,not out ,9,9,0,1,100.0,0
Mohammad Hasnain,1158100,not out ,4,10,1,0,40.0,0
David Warner,219889,not out ,48,35,4,2,137.14,1
Aaron Finch (c),5334,not out ,52,36,4,3,144.44,1
