Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Quinton de Kock †,379143,c Jadhav b Chahar,4,7,11,1,0,57.14,0
Rohit Sharma (c),34102,c †Dhoni b Jadeja,13,18,35,1,0,72.22,0
Suryakumar Yadav,446507,c Jadeja b Bravo,59,43,83,8,1,137.21,0
Yuvraj Singh,36084,c Rayudu b Imran Tahir,4,6,8,0,0,66.67,0
Krunal Pandya,471342,c Jadeja b Sharma,42,32,43,5,1,131.25,0
Hardik Pandya,625371,not out ,25,8,22,1,3,312.5,0
Kieron Pollard,230559,not out ,17,7,14,0,2,242.86,0
Shane Watson,8180,c Pollard b Malinga,5,6,9,1,0,83.33,1
Ambati Rayudu,33141,c †de Kock b Behrendorff,0,1,3,0,0,0.0,1
Suresh Raina,33335,c Pollard b Behrendorff,16,15,26,2,1,106.67,1
Kedar Jadhav,290716,c †de Kock b Malinga,58,54,87,8,1,107.41,1
MS Dhoni (c)†,28081,c Yadav b HH Pandya,12,21,48,0,0,57.14,1
Ravindra Jadeja,234675,c †de Kock b HH Pandya,1,2,4,0,0,50.0,1
Dwayne Bravo,51439,c †de Kock b Malinga,8,9,21,0,1,88.89,1
Deepak Chahar,447261,c Bumrah b HH Pandya,7,7,10,1,0,100.0,1
Shardul Thakur,475281,not out ,12,5,9,1,1,240.0,1
Mohit Sharma,537119,not out ,0,2,3,0,0,0.0,1
