Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Fakhar Zaman,512191,c †Ramdin b Emrit,6,6,1,0,100.0,0
Babar Azam,348144,not out ,97,58,13,1,167.24,0
Hussain Talat,628240,c Mohammed b Smith,63,41,8,1,153.66,0
Asif Ali,494230,c Walton b Williams,14,8,1,1,175.0,0
Shoaib Malik,42657,not out ,17,7,2,1,242.86,0
Chadwick Walton,315586, b Shadab Khan,40,29,5,2,137.93,1
Andre Fletcher,51862, b Mohammad Nawaz,1,3,0,0,33.33,1
Marlon Samuels,52983,c Asif Ali b Shadab Khan,12,22,1,0,54.55,1
Jason Mohammed (c),230549, b Mohammad Amir,15,18,2,0,83.33,1
Denesh Ramdin †,52917,c Hasan Ali b Hussain Talat,21,20,1,2,105.0,1
Rovman Powell,820351,c Babar Azam b Mohammad Amir,3,4,0,0,75.0,1
Keemo Paul,677081,c Faheem Ashraf b Mohammad Amir,17,10,3,0,170.0,1
Rayad Emrit,51784,run out (Faheem Ashraf/†Sarfraz Ahmed),1,1,0,0,100.0,1
Kesrick Williams,450075, b Hasan Ali,1,2,0,0,50.0,1
Odean Smith,820691,c Mohammad Nawaz b Hussain Talat,6,5,1,0,120.0,1
Samuel Badree,51433,not out ,2,2,0,0,100.0,1
