Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Tim Seifert †,625964,st †Dhoni b Kuldeep Yadav,43,25,38,3,3,172.0,0
Colin Munro,232359,c HH Pandya b Kuldeep Yadav,72,40,60,5,5,180.0,0
Kane Williamson (c),277906,c Kuldeep Yadav b Ahmed,27,21,28,3,0,128.57,0
Colin de Grandhomme,55395,c †Dhoni b Kumar,30,16,26,3,1,187.5,0
Daryl Mitchell,381743,not out ,19,11,28,3,0,172.73,0
Ross Taylor,38699,not out ,14,7,9,1,1,200.0,0
Shikhar Dhawan,28235,c Mitchell b Santner,5,4,2,1,0,125.0,1
Rohit Sharma (c),34102,c †Seifert b Mitchell,38,32,63,3,0,118.75,1
Vijay Shankar,477021,c de Grandhomme b Santner,43,28,35,5,2,153.57,1
Rishabh Pant,931581,c Williamson b Tickner,28,12,17,1,3,233.33,1
Hardik Pandya,625371,c Williamson b Kuggeleijn,21,11,13,1,2,190.91,1
MS Dhoni †,28081,c Southee b Mitchell,2,4,9,0,0,50.0,1
Dinesh Karthik,30045,not out ,33,16,29,0,4,206.25,1
Krunal Pandya,471342,not out ,26,13,25,2,2,200.0,1
