Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Quinton de Kock †,379143,c & b Bravo,53,37,1,4,143.24,0
Virat Kohli (c),253802,c Jadeja b Thakur,18,15,3,0,120.0,0
AB de Villiers,44936,c Billings b Imran Tahir,68,30,2,8,226.67,0
Corey Anderson,277662,c Harbhajan Singh b Imran Tahir,2,8,0,0,25.0,0
Mandeep Singh,398506,c Jadeja b Thakur,32,17,1,3,188.24,0
Colin de Grandhomme,55395,run out (†Dhoni),11,7,1,0,157.14,0
Pawan Negi,530773,run out (Jadeja/†Dhoni),0,1,0,0,0.0,0
Washington Sundar,719715,not out ,13,4,1,1,325.0,0
Umesh Yadav,376116,c Billings b Bravo,0,1,0,0,0.0,0
Mohammed Siraj,940973,not out ,0,0,0,0,,0
Shane Watson,8180,c Mohammed Siraj b Negi,7,4,0,1,175.0,1
Ambati Rayudu,33141,run out (Yadav),82,53,3,8,154.72,1
Suresh Raina,33335,c Mandeep Singh b Yadav,11,9,2,0,122.22,1
Sam Billings,297628,st †de Kock b Chahal,9,7,2,0,128.57,1
Ravindra Jadeja,234675, b Chahal,3,5,0,0,60.0,1
MS Dhoni (c)†,28081,not out ,70,34,1,7,205.88,1
Dwayne Bravo,51439,not out ,14,7,1,1,200.0,1
