Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Hamilton Masakadza,55608,c †Mushfiqur Rahim b Mashrafe Mortaza,15,24,2,0,62.5,0
Solomon Mire,290462,st †Mushfiqur Rahim b Shakib Al Hasan,0,0,0,0,,0
Craig Ervine,55412,c Sabbir Rahman b Shakib Al Hasan,0,2,0,0,0.0,0
Brendan Taylor †,55814,c †Mushfiqur Rahim b Mustafizur Rahman,24,45,2,0,53.33,0
Sikandar Raza,299572,run out (Shakib Al Hasan/†Mushfiqur Rahim),52,99,2,2,52.53,0
Malcolm Waller,55872,c Sabbir Rahman b Sunzamul Islam,13,30,1,0,43.33,0
Peter Moor,333000, b Rubel Hossain,33,58,2,0,56.9,0
Graeme Cremer (c),55346,c Rubel Hossain b Shakib Al Hasan,12,20,0,0,60.0,0
Kyle Jarvis,332996,not out ,4,10,0,0,40.0,0
Tendai Chatara,425639, b Rubel Hossain,0,1,0,0,0.0,0
Blessing Muzarabani,827051, b Mustafizur Rahman,1,5,0,0,20.0,0
Tamim Iqbal,56194,not out ,84,93,8,1,90.32,1
Anamul Haque,380354,c Ervine b Sikandar Raza,19,14,4,0,135.71,1
Shakib Al Hasan,56143,lbw b Sikandar Raza,37,46,5,0,80.43,1
Mushfiqur Rahim †,56029,not out ,14,23,1,1,60.87,1
