Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Michael Klinger,6161,c Bollinger b Somerville,18,15,3,0,120.0,0
Shaun Marsh,6683,c Abbott b Bollinger,8,11,1,0,72.73,0
Sam Whiteman †,334394,c Botha b Abbott,28,16,3,1,175.0,0
Ian Bell,9062,c O'Keefe b Somerville,21,18,2,0,116.67,0
David Willey,308251,c Henriques b Abbott,4,8,0,0,50.0,0
Mitchell Marsh,272450,not out ,31,29,2,0,106.9,0
Adam Voges (c),8119,c Botha b O'Keefe,1,3,0,0,33.33,0
Ashton Turner,500268,c Abbott b Dwarshuis,6,6,0,0,100.0,0
Ashton Agar,505120,c Dwarshuis b Botha,6,6,1,0,100.0,0
Jhye Richardson,774223,not out ,6,8,1,0,75.0,0
Sam Billings,297628,c Richardson b MR Marsh,40,30,7,0,133.33,1
Brad Haddin †,5560,c Richardson b Tye,7,9,1,0,77.78,1
Moises Henriques (c),5961,lbw b Tye,24,21,2,0,114.29,1
Jordan Silk,437669, b Tye,28,28,1,0,100.0,1
Johan Botha,44149,not out ,30,19,2,1,157.89,1
Ryan Carters,326460,not out ,1,1,0,0,100.0,1
