Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Virat Kohli (c),253802, b Gopal,23,25,25,3,0,92.0,0
Parthiv Patel †,32242,c Rahane b Archer,67,41,78,9,1,163.41,0
AB de Villiers,44936,c & b Gopal,13,9,8,2,0,144.44,0
Shimron Hetmyer,670025,c †Buttler b Gopal,1,9,8,0,0,11.11,0
Marcus Stoinis,325012,not out ,31,28,50,2,1,110.71,0
Moeen Ali,8917,not out ,18,9,15,2,1,200.0,0
Ajinkya Rahane (c),277916,lbw b Chahal,22,20,37,4,0,110.0,1
Jos Buttler †,308967,c Stoinis b Chahal,59,43,58,8,1,137.21,1
Steven Smith,267192,c Yadav b Mohammed Siraj,38,31,55,2,1,122.58,1
Rahul Tripathi,446763,not out ,34,23,39,3,1,147.83,1
Ben Stokes,311158,not out ,1,2,4,0,0,50.0,1
