Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Ambati Rayudu,33141,c †Buttler b Archer,1,8,0,0,12.5,0
Shane Watson,8180,c Archer b Stokes,13,13,1,1,100.0,0
Suresh Raina,33335, b Unadkat,36,32,4,1,112.5,0
Kedar Jadhav,290716,c †Buttler b Kulkarni,8,3,2,0,266.67,0
MS Dhoni (c)†,28081,not out ,75,46,4,4,163.04,0
Dwayne Bravo,51439,c Kulkarni b Archer,27,16,3,1,168.75,0
Ravindra Jadeja,234675,not out ,8,3,0,1,266.67,0
Ajinkya Rahane (c),277916,c Jadeja b Chahar,0,2,0,0,0.0,1
Jos Buttler †,308967,c Bravo b Thakur,6,7,1,0,85.71,1
Sanju Samson,425943,c Raina b Chahar,8,10,1,0,80.0,1
Rahul Tripathi,446763,c & b Imran Tahir,39,24,5,1,162.5,1
Steven Smith,267192,c sub (DR Shorey) b Imran Tahir,28,30,2,0,93.33,1
Ben Stokes,311158,c Raina b Bravo,46,26,1,3,176.92,1
Krishnappa Gowtham,424377,c Raina b Thakur,9,8,0,1,112.5,1
Jofra Archer,669855,not out ,24,11,1,2,218.18,1
Shreyas Gopal,344580,c Imran Tahir b Bravo,0,3,0,0,0.0,1
Jaydev Unadkat,390484,not out ,0,0,0,0,,1
