Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Hashim Amla,43906, b Patel,40,38,54,6,1,105.26,0
Quinton de Kock †,379143,c †Ronchi b Patel,0,1,2,0,0,0.0,0
Faf du Plessis,44828,c Santner b Neesham,67,97,133,4,0,69.07,0
Jean-Paul Duminy,44932, b Southee,25,41,60,1,0,60.98,0
AB de Villiers (c),44936,not out ,72,59,104,4,3,122.03,0
David Miller,321777,c Brownlie b Santner,1,4,4,0,0,25.0,0
Dwaine Pretorius,327830,run out (Taylor/Patel),10,21,22,1,0,47.62,0
Chris Morris,439952, b Boult,28,27,34,4,0,103.7,0
Wayne Parnell,265564,run out (Neesham/†Ronchi),29,12,22,2,2,241.67,0
Martin Guptill,226492,not out ,180,138,198,15,11,130.43,1
Dean Brownlie,4493,c †de Kock b Rabada,4,10,10,1,0,40.0,1
Kane Williamson (c),277906,lbw b Imran Tahir,21,24,38,3,0,87.5,1
Ross Taylor,38699,c Amla b Imran Tahir,66,97,140,7,1,68.04,1
Luke Ronchi †,7502,not out ,1,1,10,0,0,100.0,1
