Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Liton Das,536936,c Brathwaite b Nurse,1,5,0,0,20.0,0
Tamim Iqbal,56194,c Paul b Russell,74,44,6,4,168.18,0
Mushfiqur Rahim †,56029,c Russell b Nurse,4,4,0,0,100.0,0
Soumya Sarkar,436677,c Powell b Paul,14,18,1,1,77.78,0
Shakib Al Hasan (c),56143,c sub (CAK Walton) b Paul,60,38,9,1,157.89,0
Mahmudullah,56025,not out ,13,10,1,0,130.0,0
Ariful Haque,270135,not out ,1,1,0,0,100.0,0
Andre Fletcher,51862,c Shakib Al Hasan b Nazmul Islam,43,38,3,2,113.16,1
Evin Lewis,431901,lbw b Mustafizur Rahman,1,3,0,0,33.33,1
Andre Russell,276298,c †Mushfiqur Rahim b Mustafizur Rahman,17,10,1,2,170.0,1
Marlon Samuels,52983,c Liton Das b Shakib Al Hasan,10,3,1,1,333.33,1
Denesh Ramdin †,52917,lbw b Rubel Hossain,5,11,0,0,45.45,1
Rovman Powell,820351,c †Mushfiqur Rahim b Mustafizur Rahman,43,34,3,2,126.47,1
Carlos Brathwaite (c),457249,c Liton Das b Shakib Al Hasan,11,7,1,1,157.14,1
Ashley Nurse,315594,c Ariful Haque b Nazmul Islam,16,8,1,1,200.0,1
Keemo Paul,677081, b Nazmul Islam,2,5,0,0,40.0,1
Kesrick Williams,450075,not out ,0,0,0,0,,1
Samuel Badree,51433,not out ,1,1,0,0,100.0,1
