Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rahmat Shah,533956,c Babar Azam b Imad Wasim,35,43,54,5,0,81.4,0
Gulbadin Naib (c),352048,c †Sarfaraz Ahmed b Shaheen Shah Afridi,15,12,22,3,0,125.0,0
Hashmatullah Shahidi,440970,c Imad Wasim b Shaheen Shah Afridi,0,1,2,0,0,0.0,0
Ikram Alikhil †,935553,c Mohammad Hafeez b Imad Wasim,24,66,90,1,0,36.36,0
Asghar Afghan,320652, b Shadab Khan,42,35,51,3,2,120.0,0
Mohammad Nabi,25913,c Mohammad Amir b Wahab Riaz,16,33,53,0,0,48.48,0
Najibullah Zadran,524049, b Shaheen Shah Afridi,42,54,75,6,0,77.78,0
Samiullah Shinwari,318339,not out ,19,32,59,1,0,59.38,0
Rashid Khan,793463,c Fakhar Zaman b Shaheen Shah Afridi,8,12,11,1,0,66.67,0
Hamid Hassan,311427, b Wahab Riaz,1,3,9,0,0,33.33,0
Mujeeb Ur Rahman,974109,not out ,7,9,10,1,0,77.78,0
Fakhar Zaman,512191,lbw b Mujeeb Ur Rahman,0,2,4,0,0,0.0,1
Imam-ul-Haq,568276,st †Ikram Alikhil b Mohammad Nabi,36,51,60,4,0,70.59,1
Babar Azam,348144, b Mohammad Nabi,45,51,63,5,0,88.24,1
Mohammad Hafeez,41434,c Hashmatullah Shahidi b Mujeeb Ur Rahman,19,35,48,1,0,54.29,1
Haris Sohail,318788,lbw b Rashid Khan,27,57,58,2,0,47.37,1
Sarfaraz Ahmed (c)†,227760,run out (Najibullah Zadran/†Ikram Alikhil),18,22,37,1,0,81.82,1
Imad Wasim,227758,not out ,49,54,63,5,0,90.74,1
Shadab Khan,922943,run out (Gulbadin Naib/†Ikram Alikhil),11,17,33,1,0,64.71,1
Wahab Riaz,43590,not out ,15,9,14,1,1,166.67,1
