Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
KL Rahul †,422108,lbw b Rashid Khan,18,21,3,0,85.71,0
Chris Gayle,51880,not out ,104,63,1,11,165.08,0
Mayank Agarwal,398438,c Hooda b Kaul,18,9,2,1,200.0,0
Karun Nair,398439,c Dhawan b Kumar,31,21,3,1,147.62,0
Aaron Finch,5334,not out ,14,6,1,1,233.33,0
Wriddhiman Saha †,279810, b Sharma,6,7,1,0,85.71,1
Shikhar Dhawan,28235,retired hurt ,0,1,0,0,0.0,1
Kane Williamson (c),277906,c Finch b Tye,54,41,3,2,131.71,1
Yusuf Pathan,32498, b Sharma,19,13,3,0,146.15,1
Manish Pandey,290630,not out ,57,42,3,1,135.71,1
Deepak Hooda,497121,c sub (MK Tiwary) b Tye,5,5,0,0,100.0,1
Shakib Al Hasan,56143,not out ,24,12,1,2,200.0,1
