Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner,219889,c de Grandhomme b Wagner,45,80,121,3,0,56.25,0
Joe Burns,326632,c Taylor b de Grandhomme,18,39,59,3,0,46.15,0
Marnus Labuschagne,787987,c & b Astle,215,363,516,19,1,59.22,0
Steven Smith,267192,c Taylor b de Grandhomme,63,182,217,4,0,34.61,0
Matthew Wade,230193, b Somerville,22,32,35,2,1,68.75,0
Travis Head,530011,c †Watling b Henry,10,42,80,1,0,23.80,0
Tim Paine (c)†,7252, b de Grandhomme,35,92,113,3,0,38.04,0
James Pattinson,272465, b Wagner,2,20,23,0,0,10.00,0
Pat Cummins,489889,c Phillips b Astle,8,12,19,1,0,66.66,0
Mitchell Starc,311592, b Wagner,22,21,31,1,1,104.76,0
Nathan Lyon,272279,not out ,6,19,24,1,0,31.57,0
Tom Latham (c),388802,c Starc b Cummins,49,133,226,4,0,36.84,1
Tom Blundell,440516, b Lyon,34,105,151,4,0,32.38,1
Jeet Raval,277914,lbw b Lyon,31,58,70,4,0,53.44,1
Ross Taylor,38699,lbw b Cummins,22,20,37,4,0,110.00,1
Glenn Phillips,823509, b Cummins,52,115,178,6,1,45.21,1
BJ Watling †,38924, b Starc,9,30,43,1,0,30.00,1
Colin de Grandhomme,55395,run out (Wade/†Paine),20,24,39,3,0,83.33,1
Todd Astle,213674,not out ,25,63,95,4,0,39.68,1
William Somerville,38607, b Lyon,0,10,16,0,0,0.00,1
Neil Wagner,233713, b Lyon,0,2,2,0,0,0.00,1
Matt Henry,506612,st †Paine b Lyon,3,15,17,0,0,20.00,1
David Warner,219889,not out ,111,159,225,9,0,69.81,2
Joe Burns,326632,lbw b Astle,40,79,128,3,2,50.63,2
Marnus Labuschagne,787987,c Latham b Henry,59,74,97,3,0,79.72,2
Tom Latham (c),388802,lbw b Starc,1,15,24,0,0,6.66,3
Tom Blundell,440516,c Lyon b Starc,2,10,14,0,0,20.00,3
Jeet Raval,277914,c †Paine b Lyon,12,17,36,1,0,70.58,3
Ross Taylor,38699, b Cummins,22,42,67,2,0,52.38,3
Glenn Phillips,823509,c †Paine b Lyon,0,4,8,0,0,0.00,3
BJ Watling †,38924,c Cummins b Lyon,19,108,150,0,0,17.59,3
Colin de Grandhomme,55395,c Burns b Lyon,52,68,93,5,1,76.47,3
Todd Astle,213674,c Pattinson b Lyon,17,18,17,2,0,94.44,3
William Somerville,38607, b Starc,7,5,9,1,0,140.00,3
Neil Wagner,233713,not out ,0,0,3,0,0,0.00,3
Matt Henry,506612,absent hurt,-,-,-,-,-,0.00,3
