Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
KL Rahul †,422108,c Bravo b Harbhajan Singh,37,22,7,0,168.18,0
Chris Gayle,51880,c Imran Tahir b Watson,63,33,7,4,190.91,0
Mayank Agarwal,398438,c Jadeja b Imran Tahir,30,19,1,2,157.89,0
Yuvraj Singh,36084,c †Dhoni b Thakur,20,13,2,1,153.85,0
Aaron Finch,5334,lbw b Imran Tahir,0,1,0,0,0.0,0
Karun Nair,398439,c Jadeja b Bravo,29,17,2,1,170.59,0
Ravichandran Ashwin (c),26421,c †Dhoni b Thakur,14,11,0,1,127.27,0
Andrew Tye,459508,not out ,3,4,0,0,75.0,0
Barinder Sran,537126,not out ,0,0,0,0,,0
Shane Watson,8180,c Sran b Sharma,11,9,2,0,122.22,1
Murali Vijay,237095,c Sran b Tye,12,10,0,1,120.0,1
Ambati Rayudu,33141,run out (Ashwin),49,35,5,1,140.0,1
Sam Billings,297628,lbw b Ashwin,9,8,1,0,112.5,1
MS Dhoni (c)†,28081,not out ,79,44,6,5,179.55,1
Ravindra Jadeja,234675,c Ashwin b Tye,19,13,1,1,146.15,1
Dwayne Bravo,51439,not out ,1,1,0,0,100.0,1
