Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tim Paine (c)†,7252,c Roy b Abbott,63,45,7,2,140.0,0
D'Arcy Short,308798,c Roy b Bollinger,61,29,8,3,210.34,0
Kumar Sangakkara,50710,c Mennie b O'Keefe,16,12,1,0,133.33,0
George Bailey,4451,c Billings b Botha,14,10,0,1,140.0,0
Dan Christian,4864, b Abbott,20,12,0,2,166.67,0
Dom Michael,500270, b Dwarshuis,0,1,0,0,0.0,0
Hamish Kingston,326679,not out ,12,6,1,0,200.0,0
Cameron Boyce,326625,not out ,5,5,1,0,100.0,0
Jason Roy,298438,st †Paine b Boyce,40,22,5,2,181.82,1
Jordan Silk,437669,c Broad b Rose,7,6,1,0,116.67,1
Moises Henriques (c),5961,c & b Rose,0,1,0,0,0.0,1
Brad Haddin †,5560,c Rose b Kingston,10,5,1,0,200.0,1
Sam Billings,297628, b Tait,42,33,3,0,127.27,1
Johan Botha,44149,c & b Short,14,13,0,0,107.69,1
Steve O'Keefe,7069,lbw b Tait,13,7,1,1,185.71,1
Sean Abbott,398666,c †Paine b Tait,0,2,0,0,0.0,1
Ben Dwarshuis,679567, b Kingston,3,4,0,0,75.0,1
Joe Mennie,439288,not out ,3,4,0,0,75.0,1
Doug Bollinger,4508,run out (Bailey),1,1,0,0,100.0,1
