Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Tom Banton,877051,c Ahmed Daniyal b Haris Rauf,4,8,11,0,0,50.0,0
Saim Ayub,1161031,c Sohail Akhtar b Shaheen Shah Afridi,3,5,17,0,0,60.0,0
Chris Gayle,51880, b Rashid Khan,68,40,64,5,5,170.0,0
Sarfaraz Ahmed (c)†,227760,c †Dunk b Haris Rauf,40,33,56,5,0,121.21,0
Azam Khan,1137262,c Shaheen Shah Afridi b Ahmed Daniyal,13,9,19,1,0,144.44,0
Mohammad Nawaz,348148,not out ,33,20,33,1,3,165.0,0
Ben Cutting,230371, b Haris Rauf,5,6,14,0,0,83.33,0
Anwar Ali,232491,not out ,1,1,5,0,0,100.0,0
Fakhar Zaman,512191,not out ,82,52,95,8,2,157.69,1
Sohail Akhtar (c),532424, b Zahid Mahmood,21,26,40,3,0,80.77,1
Mohammad Hafeez,41434,not out ,73,33,55,5,6,221.21,1
