Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Brendan Taylor †,55814,c Khushdil Shah b Imad Wasim,8,11,15,1,0,72.73,0
Chamu Chibhabha (c),55354,c Haider Ali b Usman Qadir,31,28,36,3,1,110.71,0
Craig Ervine,55412,c Fakhar Zaman b Haris Rauf,4,6,8,1,0,66.67,0
Wesley Madhevere,938959,c Babar Azam b Usman Qadir,9,14,30,1,0,64.29,0
Ryan Burl,495964,c Fakhar Zaman b Imad Wasim,1,3,3,0,0,33.33,0
Milton Shumba,951781,st †Mohammad Rizwan b Usman Qadir,11,12,11,0,1,91.67,0
Elton Chigumbura,55343,c †Mohammad Rizwan b Usman Qadir,2,6,13,0,0,33.33,0
Donald Tiripano,392945,run out (Imad Wasim/Fakhar Zaman),28,22,29,3,0,127.27,0
Wellington Masakadza,571703,c Imad Wasim b Mohammad Hasnain,11,8,16,2,0,137.5,0
Faraz Akram,1122851,not out ,2,4,8,0,0,50.0,0
Blessing Muzarabani,827051,not out ,5,6,6,1,0,83.33,0
Fakhar Zaman,512191,c Madhevere b Masakadza,21,24,29,1,1,87.5,1
Abdullah Shafique,922941,not out ,41,33,60,4,1,124.24,1
Haider Ali,1168651,c †Taylor b Shumba,27,20,14,1,2,135.0,1
Khushdil Shah,716733,not out ,36,15,15,3,3,240.0,1
