Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492,c Basil Thampi b Sangwan,2,5,3,0,0,40.0,0
Hashim Amla,43906,lbw b Basil Thampi,104,60,90,8,5,173.33,0
Shaun Marsh,6683,c Finch b Kulkarni,58,43,67,6,0,134.88,0
Glenn Maxwell (c),325026,not out ,20,11,20,0,2,181.82,0
Axar Patel,554691,not out ,2,1,1,0,0,200.0,0
Dwayne Smith,53118,c Guptill b Maxwell,74,39,53,8,4,189.74,1
Ishan Kishan,720471,c sub (DA Miller) b Natarajan,29,24,42,3,0,120.83,1
Suresh Raina (c),33335,c Gurkeerat Singh b Sandeep Sharma,39,25,41,4,1,156.0,1
Dinesh Karthik †,30045,not out ,35,23,48,2,1,152.17,1
Aaron Finch,5334,c †Saha b Sandeep Sharma,2,2,2,0,0,100.0,1
Ravindra Jadeja,234675,not out ,7,6,14,0,0,116.67,1
