Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Alastair Cook,11728,lbw b Starc,7,16,22,1,0,43.75,0
Mark Stoneman,229954,c †Paine b Starc,56,110,178,10,0,50.91,0
James Vince,296597,c †Paine b Hazlewood,25,63,92,4,0,39.68,0
Joe Root (c),303669,c †Paine b Cummins,20,23,36,4,0,86.96,0
Dawid Malan,236489,c sub (PSP Handscomb) b Lyon,140,227,322,19,1,61.67,0
Jonny Bairstow †,297433, b Starc,119,215,319,18,0,55.35,0
Moeen Ali,8917,c Smith b Cummins,0,2,6,0,0,0.0,0
Chris Woakes,247235,c Cummins b Hazlewood,8,12,17,2,0,66.67,0
Craig Overton,464626,c Bancroft b Hazlewood,2,7,13,0,0,28.57,0
Stuart Broad,10617,c Bancroft b Starc,12,10,22,0,1,120.0,0
James Anderson,8608,not out ,0,7,12,0,0,0.0,0
Cameron Bancroft,501011,lbw b Overton,25,55,80,3,0,45.45,1
David Warner,219889,c †Bairstow b Overton,22,36,61,1,0,61.11,1
Usman Khawaja,215155,lbw b Woakes,50,123,156,8,0,40.65,1
Steven Smith (c),267192,lbw b Anderson,239,399,578,30,1,59.9,1
Shaun Marsh,6683,c Root b Ali,28,75,97,4,0,37.33,1
Mitchell Marsh,272450,lbw b Anderson,181,236,322,29,0,76.69,1
Tim Paine †,7252,not out ,49,85,133,6,0,57.65,1
Mitchell Starc,311592,run out (Vince),1,3,6,0,0,33.33,1
Pat Cummins,489889,lbw b Anderson,41,63,101,4,1,65.08,1
Nathan Lyon,272279,c Ali b Anderson,4,3,8,1,0,133.33,1
Alastair Cook,11728,c & b Hazlewood,14,20,35,2,0,70.0,2
Mark Stoneman,229954,c †Paine b Hazlewood,3,8,9,0,0,37.5,2
James Vince,296597, b Starc,55,95,117,12,0,57.89,2
Joe Root (c),303669,c Smith b Lyon,14,20,34,3,0,70.0,2
Dawid Malan,236489,c †Paine b Hazlewood,54,135,209,8,0,40.0,2
Jonny Bairstow †,297433, b Hazlewood,14,26,44,3,0,53.85,2
Moeen Ali,8917,lbw b Lyon,11,56,66,2,0,19.64,2
Chris Woakes,247235,c †Paine b Cummins,22,48,92,3,0,45.83,2
Craig Overton,464626,c Khawaja b Hazlewood,12,21,21,2,0,57.14,2
Stuart Broad,10617,c †Paine b Cummins,0,2,6,0,0,0.0,2
James Anderson,8608,not out ,1,7,27,0,0,14.29,2
