Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
JJ Smuts,280490,c Sandakan b Kulasekara,4,8,7,1,0,50.0,0
Heino Kuhn,45955,st †Chandimal b Sandakan,29,20,44,1,2,145.0,0
Theunis de Bruyn,486672,c DM de Silva b Udana,7,6,6,1,0,116.67,0
Mangaliso Mosehle †,327832,c †Chandimal b Sandakan,11,10,15,2,0,110.0,0
David Miller,321777,c Mathews b DM de Silva,11,14,20,1,0,78.57,0
Farhaan Behardien (c),44410,c †Chandimal b Udana,27,22,38,2,0,122.73,0
Wayne Parnell,265564,c Mathews b Sandakan,3,7,6,0,0,42.86,0
Andile Phehlukwayo,540316,c †Chandimal b Sandakan,0,2,3,0,0,0.0,0
Aaron Phangiso,46942,c Gunaratne b Udana,13,19,32,1,0,68.42,0
Imran Tahir,40618, b Kulasekara,1,6,8,0,0,16.67,0
Lungi Ngidi,542023,not out ,2,3,5,0,0,66.67,0
Niroshan Dickwella,429754,c †Mosehle b Ngidi,22,15,26,5,0,146.67,1
Dhananjaya de Silva,465793,c Miller b Ngidi,2,6,10,0,0,33.33,1
Kusal Mendis,629074, b Ngidi,4,2,2,1,0,200.0,1
Dinesh Chandimal †,300628,c †Mosehle b Ngidi,22,28,46,0,0,78.57,1
Angelo Mathews (c),49764,not out ,54,50,63,1,3,108.0,1
Asela Gunaratne,360456,lbw b Imran Tahir,3,5,5,0,0,60.0,1
Seekkuge Prasanna,268740,c Imran Tahir b Smuts,2,5,10,0,0,40.0,1
Thikshila de Silva,807469,c Behardien b Parnell,3,6,6,0,0,50.0,1
Nuwan Kulasekara,49535,not out ,0,1,4,0,0,0.0,1
