Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Jason Roy,298438,c Maxwell b Coulter-Nile,54,32,7,1,168.75,0
Liam Livingstone,403902,c Maddinson b Zahir Khan,24,29,2,0,82.76,0
Colin Munro,232359,not out ,46,30,4,2,153.33,0
Josh Inglis †,662235,c †Gotch b Stoinis,26,16,1,1,162.5,0
Mitchell Marsh,272450,c Maxwell b Zampa,5,4,1,0,125.0,0
Ashton Turner (c),500268,not out ,18,9,2,0,200.0,0
Marcus Stoinis,325012,c Tye b Behrendorff,14,11,1,1,127.27,1
Seb Gotch †,500267,run out (Munro/Behrendorff),18,20,3,0,90.0,1
Nick Larkin,533870, b Tye,70,44,9,1,159.09,1
Glenn Maxwell (c),325026,c Turner b Fawad Ahmed,0,4,0,0,0.0,1
Nic Maddinson,333780,c Tye b Richardson,18,16,2,0,112.5,1
Nathan Coulter-Nile,261354,c Turner b Tye,7,4,0,1,175.0,1
Hilton Cartwright,557295,not out ,23,13,0,2,176.92,1
Clint Hinchliffe,774217,not out ,13,8,1,0,162.5,1
