Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Ajinkya Rahane,277916, b Sandeep Sharma,9,11,9,2,0,81.82,0
Faf du Plessis,44828,c & b Sharma,67,53,95,8,0,126.42,0
Kevin Pietersen,19296,c Vohra b Abbott,15,15,27,2,0,100.0,0
Thisara Perera,233514,c Sharma b Sandeep Sharma,8,9,12,1,0,88.89,0
Steven Smith,267192,c Miller b Sharma,38,26,34,5,0,146.15,0
MS Dhoni (c)†,28081,c Maxwell b Sharma,1,2,11,0,0,50.0,0
Irfan Pathan,32685,run out (Maxwell/†Saha),2,2,5,0,0,100.0,0
Ravichandran Ashwin,26421,not out ,1,2,3,0,0,50.0,0
Murali Vijay,237095,c †Dhoni b M Ashwin,53,49,63,5,2,108.16,1
Manan Vohra,532856,lbw b Ankit Sharma,51,33,50,7,0,154.55,1
Shaun Marsh,6683, b M Ashwin,4,6,7,0,0,66.67,1
David Miller (c),321777,c Pietersen b M Ashwin,7,6,13,0,0,116.67,1
Glenn Maxwell,325026,not out ,32,14,20,3,2,228.57,1
Wriddhiman Saha †,279810,not out ,4,4,11,0,0,100.0,1
