Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Hashim Amla,43906,c Gambhir b de Grandhomme,25,27,53,4,0,92.59,0
Manan Vohra,532856, b Chawla,28,19,24,4,1,147.37,0
Marcus Stoinis,325012, b Narine,9,12,11,1,0,75.0,0
Glenn Maxwell (c),325026,c †Uthappa b UT Yadav,25,14,20,3,1,178.57,0
David Miller,321777,c Pandey b UT Yadav,28,19,29,2,2,147.37,0
Wriddhiman Saha †,279810,c Woakes b UT Yadav,25,17,27,2,2,147.06,0
Axar Patel,554691,c Narine b UT Yadav,0,1,3,0,0,0.0,0
Mohit Sharma,537119,c SA Yadav b Woakes,10,8,9,1,0,125.0,0
Varun Aaron,360911,c Gambhir b Woakes,4,5,10,0,0,80.0,0
Sandeep Sharma,438362,not out ,0,0,2,0,0,,0
Sunil Narine,230558,c Patel b Aaron,37,18,29,4,3,205.56,1
Gautam Gambhir (c),28763,not out ,72,49,83,11,0,146.94,1
Robin Uthappa †,35582, b Patel,26,16,22,3,1,162.5,1
Manish Pandey,290630,not out ,25,16,30,2,1,156.25,1
