Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,run out (Imad Wasim),65,53,7,1,122.64,0
Mohammad Naim,990081,c †Mohammad Rizwan b Shaheen Shah Afridi,0,1,0,0,0.0,0
Mahedi Hasan,833087,c †Mohammad Rizwan b Mohammad Hasnain,9,12,0,1,75.0,0
Liton Das †,536936,lbw b Shadab Khan,8,14,1,0,57.14,0
Afif Hossain,935995,c Haris Rauf b Mohammad Hasnain,21,20,1,1,105.0,0
Mahmudullah (c),56025, b Haris Rauf,12,12,1,0,100.0,0
Soumya Sarkar,436677,not out ,5,5,0,0,100.0,0
Aminul Islam,926597,not out ,8,4,2,0,200.0,0
Babar Azam (c),348144,not out ,66,44,7,1,150.0,1
Ahsan Ali,348146,c Mahmudullah b Shafiul Islam,0,7,0,0,0.0,1
Mohammad Hafeez,41434,not out ,67,49,9,1,136.73,1
