Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Babar Azam,348144,c Rumman Raees b Faheem Ashraf,68,50,10,0,136.0,0
Colin Munro,232359,c Asif Ali b Rumman Raees,4,5,0,0,80.0,0
Liam Livingstone,403902,c Amad Butt b Shadab Khan,56,31,5,4,180.65,0
Colin Ingram,45705,c Amad Butt b Rumman Raees,13,12,1,0,108.33,0
Ben Dunk †,388678,run out (Shadab Khan),12,9,1,0,133.33,0
Imad Wasim (c),227758, b Rumman Raees,2,3,0,0,66.67,0
Aamer Yamin,434429, b Amad Butt,3,6,0,0,50.0,0
Iftikhar Ahmed,480603,not out ,0,1,0,0,0.0,0
Mohammad Amir,290948,run out (†Ronchi),6,3,0,1,200.0,0
Luke Ronchi †,7502,c Ingram b Umer Khan,26,21,3,1,123.81,1
Cameron Delport,322810,c Ingram b Imad Wasim,0,2,0,0,0.0,1
Phil Salt,669365,c Aamer Yamin b Usman Shinwari,46,38,6,0,121.05,1
Hussain Talat,628240,st †Dunk b Umer Khan,1,3,0,0,33.33,1
Asif Ali,494230,c Imad Wasim b Mohammad Amir,70,38,5,6,184.21,1
Shadab Khan (c),922943,not out ,11,8,0,1,137.5,1
Faheem Ashraf,681117,not out ,8,7,1,0,114.29,1
