Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rory Burns,398778,lbw b Gabriel,30,85,126,4,0,35.29,0
Dom Sibley,519082, b Gabriel,0,4,9,0,0,0.0,0
Joe Denly,12454, b Gabriel,18,58,102,4,0,31.03,0
Zak Crawley,665053,lbw b Holder,10,26,51,2,0,38.46,0
Ben Stokes (c),311158,c †Dowrich b Holder,43,97,127,7,0,44.33,0
Ollie Pope,887207,c †Dowrich b Holder,12,13,18,2,0,92.31,0
Jos Buttler †,308967,c †Dowrich b Holder,35,47,81,6,0,74.47,0
Dom Bess,646847,not out ,31,44,66,4,0,70.45,0
Jofra Archer,669855,lbw b Holder,0,6,9,0,0,0.0,0
Mark Wood,351588,c Hope b Holder,5,7,15,0,0,71.43,0
James Anderson,8608, b Gabriel,10,20,30,1,0,50.0,0
Kraigg Brathwaite,348024,lbw b Stokes,65,125,184,6,0,52.0,1
John Campbell,348026,lbw b Anderson,28,36,58,3,0,77.78,1
Shai Hope,581379,c Stokes b Bess,16,64,94,1,0,25.0,1
Shamarh Brooks,230555,c †Buttler b Anderson,39,71,85,6,0,54.93,1
Roston Chase,391832,lbw b Anderson,47,142,194,6,0,33.1,1
Jermaine Blackwood,431909,c Anderson b Bess,12,22,22,2,0,54.55,1
Shane Dowrich †,431905,c †Buttler b Stokes,61,115,181,8,0,53.04,1
Jason Holder (c),391485,c Archer b Stokes,5,14,28,0,0,35.71,1
Alzarri Joseph,670031, b Stokes,18,12,23,3,0,150.0,1
Kemar Roach,230553,not out ,1,7,15,0,0,14.29,1
Shannon Gabriel,446101, b Wood,4,5,6,1,0,80.0,1
Rory Burns,398778,c Campbell b Chase,42,104,151,5,0,40.38,2
Dom Sibley,519082,c †Dowrich b Gabriel,50,164,227,4,0,30.49,2
Joe Denly,12454,c Holder b Chase,29,70,130,3,0,41.43,2
Zak Crawley,665053,c & b Joseph,76,127,170,8,0,59.84,2
Ben Stokes (c),311158,c Hope b Holder,46,79,109,6,0,58.23,2
Ollie Pope,887207, b Gabriel,12,30,63,1,0,40.0,2
Jos Buttler †,308967, b Joseph,9,13,18,2,0,69.23,2
Dom Bess,646847, b Gabriel,3,24,32,0,0,12.5,2
Jofra Archer,669855,c †Dowrich b Gabriel,23,35,54,4,0,65.71,2
Mark Wood,351588,c †Dowrich b Gabriel,2,18,36,0,0,11.11,2
James Anderson,8608,not out ,4,7,11,1,0,57.14,2
Kraigg Brathwaite,348024, b Archer,4,18,27,0,0,22.22,3
John Campbell,348026,not out ,8,26,35,1,0,30.77,3
Shai Hope,581379, b Wood,9,23,39,2,0,39.13,3
Shamarh Brooks,230555,lbw b Archer,0,5,8,0,0,0.0,3
Roston Chase,391832,c †Buttler b Archer,37,88,125,1,0,42.05,3
Jermaine Blackwood,431909,c Anderson b Stokes,95,154,228,12,0,61.69,3
Shane Dowrich †,431905,c †Buttler b Stokes,20,37,84,1,0,54.05,3
Jason Holder (c),391485,not out ,14,36,59,1,0,38.89,3
