Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Jason Roy,298438,c RR Hendricks b Smuts,32,32,40,5,0,100.0,0
Jonny Bairstow †,297433,c Sipamla b Phehlukwayo,19,25,46,3,0,76.0,0
Joe Root,303669,run out (van der Dussen),17,21,28,0,0,80.95,0
Eoin Morgan (c),24598,c Bavuma b Shamsi,11,18,26,1,0,61.11,0
Joe Denly,12454,c RR Hendricks b BE Hendricks,87,103,144,6,2,84.47,0
Tom Banton,877051,lbw b Shamsi,18,23,24,3,0,78.26,0
Sam Curran,662973, b Shamsi,7,18,25,0,0,38.89,0
Chris Woakes,247235,c Miller b Sipamla,40,42,68,2,0,95.24,0
Tom Curran,550235,not out ,15,18,25,0,0,83.33,0
Chris Jordan,288992,not out ,1,1,3,0,0,100.0,0
Quinton de Kock (c)†,379143, b Root,107,113,152,11,1,94.69,1
Reeza Hendricks,269280,c †Bairstow b Woakes,6,14,29,1,0,42.86,1
Temba Bavuma,372116,lbw b Jordan,98,103,150,5,2,95.15,1
Rassie van der Dussen,337790,not out ,38,45,46,3,0,84.44,1
JJ Smuts,280490,not out ,7,11,19,1,0,63.64,1
