Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Tom Banton,877051,c †Wade b Hazlewood,2,6,10,0,0,33.33,0
Jonny Bairstow †,297433,c & b Agar,55,44,65,3,3,125.0,0
Dawid Malan,236489,c Stoinis b Zampa,21,18,33,3,0,116.67,0
Sam Billings,297628,c Finch b Zampa,4,4,11,0,0,100.0,0
Moeen Ali (c),8917,c Smith b Starc,23,21,27,2,1,109.52,0
Joe Denly,12454,not out ,29,19,31,4,0,152.63,0
Chris Jordan,288992,c Smith b Richardson,4,6,14,0,0,66.67,0
Tom Curran,550235,not out ,2,3,4,0,0,66.67,0
Matthew Wade †,230193,c Jordan b Wood,14,9,16,1,1,155.56,1
Aaron Finch (c),5334, b Rashid,39,26,52,4,1,150.0,1
Marcus Stoinis,325012,c Banton b Curran,26,18,21,5,0,144.44,1
Glenn Maxwell,325026,c Curran b Rashid,6,11,13,0,0,54.55,1
Steven Smith,267192,c & b Rashid,3,4,13,0,0,75.0,1
Mitchell Marsh,272450,not out ,39,36,42,2,1,108.33,1
Ashton Agar,505120,not out ,16,13,32,1,0,123.08,1
