Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Fakhar Zaman,512191, b Santner,54,75,87,7,1,72.0,0
Faheem Ashraf,681117,c †Latham b Southee,1,4,9,0,0,25.0,0
Babar Azam,348144,c †Latham b Southee,3,9,8,0,0,33.33,0
Haris Sohail,318788,c Nicholls b Williamson,50,74,90,4,1,67.57,0
Mohammad Hafeez,41434,run out (Boult),81,80,101,5,4,101.25,0
Shoaib Malik,42657,c Santner b Williamson,6,8,9,1,0,75.0,0
Sarfaraz Ahmed (c)†,227760,c Guptill b Boult,51,46,57,3,3,110.87,0
Hasan Ali,681305,c Guptill b Southee,1,3,5,0,0,33.33,0
Shadab Khan,922943,not out ,6,1,5,0,1,600.0,0
Martin Guptill,226492,c Hasan Ali b Shadab Khan,31,49,64,3,0,63.27,1
Colin Munro,232359,c Mohammad Hafeez b Shadab Khan,56,42,58,8,2,133.33,1
Kane Williamson (c),277906,c Rumman Raees b Haris Sohail,32,54,84,1,0,59.26,1
Ross Taylor,38699,lbw b Rumman Raees,1,4,5,0,0,25.0,1
Tom Latham †,388802,c Babar Azam b Shadab Khan,8,16,14,1,0,50.0,1
Henry Nicholls,539511,not out ,52,70,103,3,0,74.29,1
Colin de Grandhomme,55395,not out ,74,40,45,7,5,185.0,1
