Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Mohammad Shahzad †,419873,c Cameron-Dow b Murtagh,6,4,0,1,150.0,0
Javed Ahmadi,308235, b McBrine,24,30,2,1,80.0,0
Rahmat Shah,533956,c Stirling b Dockrell,17,42,0,1,40.48,0
Asghar Afghan (c),320652,retired hurt ,82,111,6,2,73.87,0
Samiullah Shinwari,318339,c McBrine b Dockrell,0,1,0,0,0.0,0
Mohammad Nabi,25913,c †Poynter b Simi Singh,40,70,1,1,57.14,0
Najibullah Zadran,524049,c †Poynter b Cameron-Dow,7,14,1,0,50.0,0
Rashid Khan,793463,not out ,35,28,2,2,125.0,0
Mujeeb Ur Rahman,974109,not out ,0,0,0,0,,0
William Porterfield (c),24611, b Zahir Khan,17,41,3,0,41.46,1
Paul Stirling,303427,lbw b Rashid Khan,70,88,7,2,79.55,1
Andy Balbirnie,303423, b Mujeeb Ur Rahman,68,91,4,0,74.73,1
Simi Singh,1005257,lbw b Zahir Khan,13,20,1,0,65.0,1
Kevin O'Brien,24605,not out ,33,42,4,0,78.57,1
George Dockrell,348034, b Mohammad Nabi,0,1,0,0,0.0,1
Stuart Poynter †,308294,not out ,4,1,1,0,400.0,1
