Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Robin Uthappa †,35582,c & b Iqbal Abdulla,2,4,10,0,0,50.0,0
Gautam Gambhir (c),28763,run out (Watson/Iqbal Abdulla),51,34,48,7,0,150.0,0
Manish Pandey,290630,c de Villiers b Aravind,50,35,52,5,2,142.86,0
Yusuf Pathan,32498,st †Rahul b Chahal,6,12,19,0,0,50.0,0
Andre Russell,276298,not out ,39,19,38,2,3,205.26,0
Suryakumar Yadav,446507,c Iqbal Abdulla b Aravind,5,5,6,1,0,100.0,0
Shakib Al Hasan,56143,not out ,18,11,27,1,1,163.64,0
Chris Gayle,51880,lbw b Narine,49,31,28,5,4,158.06,1
Virat Kohli (c),253802,not out ,75,51,80,5,3,147.06,1
AB de Villiers,44936,not out ,59,31,51,5,3,190.32,1
