Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Evin Lewis,431901,c Kohli b Pandya,9,20,0,0,45.0,0
Kyle Hope,443150,c Dhawan b Yadav,46,50,9,0,92.0,0
Shai Hope †,581379,c Rahane b Mohammed Shami,51,98,5,0,52.04,0
Roston Chase,391832,lbw b Yadav,0,1,0,0,0.0,0
Jason Mohammed,230549,c & b Jadhav,16,39,0,0,41.03,0
Jason Holder (c),391485,c Dhawan b Mohammed Shami,36,34,4,1,105.88,0
Rovman Powell,820351,c †Dhoni b Yadav,31,32,0,2,96.88,0
Ashley Nurse,315594,c Kuldeep Yadav b Mohammed Shami,0,4,0,0,0.0,0
Devendra Bishoo,341593,c †Dhoni b Mohammed Shami,6,15,1,0,40.0,0
Alzarri Joseph,670031,not out ,3,5,0,0,60.0,0
Kesrick Williams,450075,not out ,0,2,0,0,0.0,0
Ajinkya Rahane,277916,lbw b Bishoo,39,51,5,0,76.47,1
Shikhar Dhawan,28235,c Lewis b Joseph,4,3,1,0,133.33,1
Virat Kohli (c),253802,not out ,111,115,12,2,96.52,1
Dinesh Karthik,30045,not out ,50,52,5,0,96.15,1
