Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
D'Arcy Short,308798,c †Philippe b Manenti,51,40,5,1,127.5,0
Caleb Jewell,834741,c Kerr b Abbott,4,10,0,0,40.0,0
Ben McDermott (c)†,603410,c Curran b Manenti,15,20,0,0,75.0,0
David Miller,321777,c Vince b Dwarshuis,16,19,0,0,84.21,0
George Bailey,4451,c Hughes b Dwarshuis,12,13,0,1,92.31,0
Simon Milenko,326639,c Dwarshuis b Abbott,6,4,1,0,150.0,0
James Faulkner,270484,lbw b Abbott,1,2,0,0,50.0,0
Nathan Ellis,826915,not out ,6,6,0,0,100.0,0
Qais Ahmad,914171, b Curran,7,5,1,0,140.0,0
Clive Rose,288285,c Kerr b Curran,0,1,0,0,0.0,0
Daniel Hughes,571761,run out (Qais Ahmad),2,4,0,0,50.0,1
Josh Philippe †,1124282,c Short b Milenko,24,22,1,1,109.09,1
James Vince,296597, b Meredith,18,15,0,2,120.0,1
Moises Henriques (c),5961,c Short b Qais Ahmad,2,5,0,0,40.0,1
Jordan Silk,437669,c Short b Faulkner,22,30,0,0,73.33,1
Hayden Kerr,1163855,lbw b Milenko,2,3,0,0,66.67,1
Tom Curran,550235, b Qais Ahmad,1,2,0,0,50.0,1
Sean Abbott,398666,st †McDermott b Qais Ahmad,0,1,0,0,0.0,1
Ben Dwarshuis,679567, b Qais Ahmad,2,2,0,0,100.0,1
Benjamin Manenti,1065115,c Milenko b Faulkner,22,28,0,1,78.57,1
Lloyd Pope,1076721,not out ,1,1,0,0,100.0,1
