Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Brian Chari,427178,c Haider Ali b Faheem Ashraf,25,46,75,3,1,54.35,0
Chamu Chibhabha (c),55354,c †Mohammad Rizwan b Haris Rauf,6,8,22,1,0,75.0,0
Craig Ervine,55412, b Muhammad Musa,3,13,15,0,0,23.08,0
Brendan Taylor †,55814,c Imam-ul-Haq b Iftikhar Ahmed,36,45,72,3,2,80.0,0
Sean Williams,55870,c Shaheen Shah Afridi b Iftikhar Ahmed,75,70,89,10,1,107.14,0
Wesley Madhevere,938959,c sub (Fakhar Zaman) b Iftikhar Ahmed,10,15,16,2,0,66.67,0
Sikandar Raza,299572,c & b Iftikhar Ahmed,2,8,7,0,0,25.0,0
Tendai Chisoro,235519,lbw b Iftikhar Ahmed,7,10,13,0,0,70.0,0
Carl Mumba,672775, b Muhammad Musa,11,27,48,0,0,40.74,0
Blessing Muzarabani,827051, b Imad Wasim,17,22,24,1,1,77.27,0
Richard Ngarava,806241,not out ,1,7,8,0,0,14.29,0
Imam-ul-Haq,568276,c †Taylor b Chisoro,49,61,69,5,0,80.33,1
Abid Ali,39950,c Ervine b Chisoro,22,24,46,4,0,91.67,1
Babar Azam (c),348144,not out ,77,74,92,7,2,104.05,1
Haider Ali,1168651,lbw b Williams,29,24,23,1,2,120.83,1
Mohammad Rizwan †,323389, b Sikandar Raza,1,5,17,0,0,20.0,1
Iftikhar Ahmed,480603,not out ,16,24,27,1,0,66.67,1
