Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Usman Khawaja,215155, b Neser,15,13,3,0,115.38,0
Alex Hales,249866,c Siddle b Rashid Khan,59,35,6,4,168.57,0
Callum Ferguson (c),5236,lbw b Siddle,1,5,0,0,20.0,0
Alex Ross,333624,c Wells b Head,12,20,0,0,60.0,0
Arjun Nair,901157,run out (Siddle),18,18,0,1,100.0,0
Chris Morris,439952,c †Carey b Agar,21,14,1,1,150.0,0
Daniel Sams,826901, b Siddle,10,10,0,1,100.0,0
Jay Lenton †,603411,not out ,6,4,0,0,150.0,0
Chris Tremain,553800,not out ,3,1,0,0,300.0,0
Jake Weatherald,781285,c Ferguson b Tremain,18,14,3,0,128.57,1
Phil Salt,669365,c Hales b Sams,5,4,1,0,125.0,1
Travis Head (c),530011, b Cook,32,23,4,0,139.13,1
Alex Carey †,326434,run out (Ferguson),28,32,2,0,87.5,1
Jonathan Wells,233680,c †Lenton b Morris,34,27,3,0,125.93,1
Rashid Khan,793463,c sub (CJ Green) b Cook,0,2,0,0,0.0,1
Matthew Short,605575,lbw b Morris,0,4,0,0,0.0,1
Michael Neser,376169,c Nair b Sams,12,8,2,0,150.0,1
Peter Siddle,7898,c Hales b Sams,0,1,0,0,0.0,1
Wes Agar,959833,not out ,3,3,0,0,100.0,1
Billy Stanlake,533042,not out ,1,2,0,0,50.0,1
