Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Chris Gayle,51880,c †Patel b HH Pandya,22,27,42,2,1,81.48,0
Virat Kohli (c),253802,c Buttler b McClenaghan,62,47,67,5,2,131.91,0
AB de Villiers,44936,c Sharma b KH Pandya,19,21,31,0,1,90.48,0
Kedar Jadhav †,290716,run out (Bumrah),9,8,14,0,0,112.5,0
Pawan Negi,530773,not out ,13,13,18,0,0,100.0,0
Mandeep Singh,398506, b McClenaghan,0,1,1,0,0,0.0,0
Stuart Binny,27223,not out ,6,4,8,0,0,150.0,0
Parthiv Patel †,32242,c Gayle b Badree,3,8,10,0,0,37.5,1
Jos Buttler,308967,c Gayle b Binny,2,5,7,0,0,40.0,1
Rohit Sharma (c),34102, b Badree,0,2,5,0,0,0.0,1
Mitchell McClenaghan,319439,c Mandeep Singh b Badree,0,1,1,0,0,0.0,1
Nitish Rana,604527,c Aravind b Badree,11,16,26,1,0,68.75,1
Kieron Pollard,230559,c de Villiers b Chahal,70,47,77,3,5,148.94,1
Krunal Pandya,471342,not out ,37,30,60,3,1,123.33,1
Hardik Pandya,625371,not out ,9,4,8,0,1,225.0,1
