Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Hashim Amla,43906,run out (Mendis/†Dickwella),103,115,202,5,2,89.57,0
Quinton de Kock †,379143,c †Dickwella b Pradeep,23,42,62,2,0,54.76,0
Faf du Plessis,44828,c Chandimal b Pradeep,75,70,96,6,0,107.14,0
AB de Villiers (c),44936,c Kapugedera b Prasanna,4,4,6,0,0,100.0,0
David Miller,321777,c Prasanna b Lakmal,18,22,34,1,1,81.82,0
Jean-Paul Duminy,44932,not out ,38,20,48,5,1,190.0,0
Chris Morris,439952,run out (Tharanga),20,19,30,3,0,105.26,0
Wayne Parnell,265564,not out ,7,8,11,0,0,87.5,0
Niroshan Dickwella †,429754,c Parnell b Morkel,41,33,42,5,1,124.24,1
Upul Tharanga (c),50747,c Miller b Imran Tahir,57,69,118,6,0,82.61,1
Kusal Mendis,629074,c de Villiers b Morris,11,10,20,2,0,110.0,1
Dinesh Chandimal,300628,run out (de Villiers),12,21,29,1,0,57.14,1
Chamara Kapugedera,209457,lbw b Imran Tahir,0,1,3,0,0,0.0,1
Kusal Perera,300631,not out ,44,66,99,5,0,66.67,1
Asela Gunaratne,360456,c Parnell b Imran Tahir,4,13,16,0,0,30.77,1
Seekkuge Prasanna,268740,lbw b Morris,13,20,36,0,1,65.0,1
Suranga Lakmal,49619,run out (Imran Tahir),0,3,3,0,0,0.0,1
Lasith Malinga,49758, b Rabada,1,2,2,0,0,50.0,1
Nuwan Pradeep,324358,c Duminy b Imran Tahir,5,12,15,1,0,41.67,1
