Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,c †Latham b Boult,5,6,5,1,0,83.33,0
Liton Das,536936, b Henry,1,8,18,0,0,12.5,0
Soumya Sarkar,436677,c & b Henry,30,22,34,5,1,136.36,0
Mushfiqur Rahim †,56029, b Boult,5,14,18,1,0,35.71,0
Mohammad Mithun,269237, b Ferguson,62,90,210,5,0,68.89,0
Mahmudullah,56025,c Taylor b Ferguson,13,29,41,0,0,44.83,0
Sabbir Rahman,373538,st †Latham b Santner,13,20,23,2,0,65.0,0
Mehidy Hasan Miraz,629063,c Neesham b Santner,26,27,27,3,1,96.3,0
Mohammad Saifuddin,629070,c Guptill b Santner,41,58,116,3,0,70.69,0
Mashrafe Mortaza (c),56007,not out ,9,14,9,1,0,64.29,0
Mustafizur Rahman,330902, b Boult,0,6,9,0,0,0.0,0
Martin Guptill,226492,not out ,117,116,192,8,4,100.86,1
Henry Nicholls,539511, b Mehidy Hasan Miraz,53,80,94,5,0,66.25,1
Kane Williamson (c),277906,lbw b Mahmudullah,11,22,25,1,0,50.0,1
Ross Taylor,38699,not out ,45,49,72,6,0,91.84,1
