Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Upul Tharanga (c),50747, b Usman Shinwari,8,9,1,0,88.89,0
Sadeera Samarawickrama,629076, b Usman Shinwari,0,3,0,0,0.0,0
Dinesh Chandimal,300628,c †Sarfraz Ahmed b Usman Shinwari,0,1,0,0,0.0,0
Lahiru Thirimanne,301236,c †Sarfraz Ahmed b Hasan Ali,19,31,3,0,61.29,0
Niroshan Dickwella †,429754,lbw b Usman Shinwari,0,2,0,0,0.0,0
Milinda Siriwardana,222354,c Fakhar Zaman b Usman Shinwari,6,13,1,0,46.15,0
Seekkuge Prasanna,268740,run out (Shadab Khan),16,34,0,1,47.06,0
Thisara Perera,233514,c Faheem Ashraf b Shadab Khan,25,29,3,1,86.21,0
Jeffrey Vandersay,370040,lbw b Shadab Khan,2,10,0,0,20.0,0
Dushmantha Chameera,552152, b Hasan Ali,11,15,1,0,73.33,0
Vishwa Fernando,465783,not out ,7,11,1,0,63.64,0
Imam-ul-Haq,568276,not out ,45,64,4,1,70.31,1
Fakhar Zaman,512191,c †Dickwella b Vandersay,48,47,7,0,102.13,1
Faheem Ashraf,681117,not out ,5,11,0,0,45.45,1
