Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Aaron Finch (c),5334,c Curran b Dwarshuis,109,68,6,7,160.29,0
Tom Cooper,219885,c Lyon b Curran,24,10,2,2,240.0,0
Nathan McSweeney,1124290,lbw b Curran,11,15,0,0,73.33,0
Beau Webster,381329,st †Philippe b O'Keefe,7,12,0,0,58.33,0
Mohammad Nabi,25913,c Silk b Curran,20,13,2,0,153.85,0
Dan Christian,4864,not out ,0,2,0,0,0.0,0
Samit Patel,18632,not out ,0,0,0,0,,0
Josh Philippe †,1124282,c Mohammad Nabi b Sutherland,61,42,5,3,145.24,1
James Vince,296597,run out (Sutherland),22,13,1,1,169.23,1
Steven Smith,267192,not out ,66,40,7,1,165.0,1
Moises Henriques (c),5961,c Webster b Mohammad Nabi,2,3,0,0,66.67,1
Daniel Hughes,571761,not out ,19,14,1,0,135.71,1
