Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492,c †Karthik b Kumar,13,15,27,1,1,86.67,0
Colin Munro,232359,c Sharma b Mohammed Shami,7,9,8,1,0,77.78,0
Kane Williamson (c),277906,c Pandya b Chahal,28,48,62,4,0,58.33,0
Ross Taylor,38699,c †Karthik b Mohammed Shami,93,106,181,9,0,87.74,0
Tom Latham †,388802,c Rayudu b Chahal,51,64,95,1,1,79.69,0
Henry Nicholls,539511,c †Karthik b Pandya,6,8,11,0,0,75.0,0
Mitchell Santner,502714,c †Karthik b Pandya,3,9,10,0,0,33.33,0
Doug Bracewell,362541,run out (Kohli),15,18,34,1,0,83.33,0
Ish Sodhi,559066,c Kohli b Mohammed Shami,12,12,13,0,1,100.0,0
Trent Boult,277912,c Mohammed Shami b Kumar,2,4,5,0,0,50.0,0
Lockie Ferguson,493773,not out ,2,2,3,0,0,100.0,0
Rohit Sharma,34102,st †Latham b Santner,62,77,115,3,2,80.52,1
Shikhar Dhawan,28235,c Taylor b Boult,28,27,32,6,0,103.7,1
Virat Kohli (c),253802,c Nicholls b Boult,60,74,94,6,1,81.08,1
Ambati Rayudu,33141,not out ,40,42,63,5,1,95.24,1
Dinesh Karthik †,30045,not out ,38,38,52,5,1,100.0,1
