Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,c Southee b Wagner,74,114,158,10,0,64.91,0
Shadman Islam,629057,c Taylor b de Grandhomme,27,53,84,4,0,50.94,0
Mominul Haque,373696,c †Watling b Wagner,15,38,52,2,0,39.47,0
Mohammad Mithun,269237,c †Watling b Wagner,3,10,14,0,0,30.0,0
Soumya Sarkar,436677,c †Watling b Henry,20,24,29,2,1,83.33,0
Mahmudullah (c),56025,c de Grandhomme b Wagner,13,35,51,2,0,37.14,0
Liton Das †,536936,c Williamson b Southee,33,49,87,6,0,67.35,0
Taijul Islam,401057,lbw b Boult,8,35,50,1,0,22.86,0
Mustafizur Rahman,330902, b Boult,0,2,2,0,0,0.0,0
Abu Jayed,410763, b Boult,4,6,10,1,0,66.67,0
Ebadot Hossain,932355,not out ,0,1,5,0,0,0.0,0
Jeet Raval,277914,c Soumya Sarkar b Abu Jayed,3,24,38,0,0,12.5,1
Tom Latham,388802,c †Liton Das b Abu Jayed,4,16,21,1,0,25.0,1
Kane Williamson (c),277906,c & b Taijul Islam,74,105,162,11,1,70.48,1
Ross Taylor,38699,c †Liton Das b Mustafizur Rahman,200,212,321,19,4,94.34,1
Henry Nicholls,539511, b Taijul Islam,107,129,157,9,0,82.95,1
Colin de Grandhomme,55395,not out ,23,19,29,3,0,121.05,1
BJ Watling †,38924,c Soumya Sarkar b Abu Jayed,8,5,10,1,0,160.0,1
Tamim Iqbal,56194, b Boult,4,2,1,1,0,200.0,2
Shadman Islam,629057,c †Watling b Henry,29,44,59,4,0,65.91,2
Mominul Haque,373696,c Southee b Boult,10,19,25,2,0,52.63,2
Mohammad Mithun,269237,c Southee b Wagner,47,105,162,7,0,44.76,2
Soumya Sarkar,436677,c Taylor b Boult,28,57,77,5,0,49.12,2
Mahmudullah (c),56025,c Boult b Wagner,67,69,116,12,1,97.1,2
Liton Das †,536936,c Boult b Wagner,1,7,11,0,0,14.29,2
Taijul Islam,401057,c Latham b Wagner,0,6,10,0,0,0.0,2
Mustafizur Rahman,330902, b Boult,16,22,34,0,2,72.73,2
Abu Jayed,410763,not out ,0,3,10,0,0,0.0,2
Ebadot Hossain,932355, b Wagner,0,2,2,0,0,0.0,2
