Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Matt Renshaw,722303, b Imran Khan,184,293,413,20,0,62.8,0
David Warner,219889,c †Sarfaraz Ahmed b Wahab Riaz,113,95,141,17,0,118.95,0
Usman Khawaja,215155,c †Sarfaraz Ahmed b Wahab Riaz,13,40,68,0,0,32.5,0
Steven Smith (c),267192,c †Sarfaraz Ahmed b Yasir Shah,24,40,43,3,0,60.0,0
Peter Handscomb,334337,hit wicket b Wahab Riaz,110,205,319,9,0,53.66,0
Hilton Cartwright,557295, b Imran Khan,37,97,122,5,0,38.14,0
Matthew Wade †,230193,c Babar Azam b Azhar Ali,29,33,50,2,0,87.88,0
Mitchell Starc,311592,c sub (Mohammad Rizwan) b Azhar Ali,16,11,13,0,2,145.45,0
Steve O'Keefe,7069,not out ,0,0,2,0,0,,0
Azhar Ali,39037,run out (Starc/†Handscomb),71,159,227,7,0,44.65,1
Sharjeel Khan,227762,c Renshaw b Hazlewood,4,7,14,1,0,57.14,1
Babar Azam,348144,lbw b Hazlewood,0,4,3,0,0,0.0,1
Younis Khan,43652,not out ,175,334,443,17,3,52.4,1
Misbah-ul-Haq (c),41378,c sub (JM Bird) b Lyon,18,43,42,1,0,41.86,1
Asad Shafiq,316397,c Smith b O'Keefe,4,18,25,0,0,22.22,1
Sarfaraz Ahmed †,227760,c sub (JM Bird) b Starc,18,24,46,2,0,75.0,1
Mohammad Amir,290948,c Warner b Lyon,4,12,15,0,0,33.33,1
Wahab Riaz,43590, b Lyon,8,19,31,0,1,42.11,1
Yasir Shah,43685,c Smith b Hazlewood,10,41,67,1,0,24.39,1
Imran Khan,316363, b Hazlewood,0,2,2,0,0,0.0,1
David Warner,219889, b Wahab Riaz,55,27,42,8,3,203.7,2
Usman Khawaja,215155,not out ,79,98,142,5,1,80.61,2
Steven Smith (c),267192,c †Sarfaraz Ahmed b Yasir Shah,59,43,72,8,1,137.21,2
Peter Handscomb,334337,not out ,40,25,26,5,0,160.0,2
Azhar Ali,39037,c & b Hazlewood,11,54,67,1,0,20.37,3
Sharjeel Khan,227762,c Warner b Lyon,40,38,49,6,1,105.26,3
Yasir Shah,43685,c sub (JM Bird) b O'Keefe,13,93,129,0,0,13.98,3
Babar Azam,348144,lbw b Hazlewood,9,11,14,2,0,81.82,3
Younis Khan,43652,c Hazlewood b Lyon,13,31,37,2,0,41.94,3
Misbah-ul-Haq (c),41378,c Lyon b O'Keefe,38,98,170,4,1,38.78,3
Asad Shafiq,316397, b Starc,30,55,56,4,0,54.55,3
Sarfaraz Ahmed †,227760,not out ,72,70,95,8,1,102.86,3
Wahab Riaz,43590,c †Wade b O'Keefe,12,9,10,3,0,133.33,3
Mohammad Amir,290948,run out (O'Keefe/†Wade),5,20,20,1,0,25.0,3
Imran Khan,316363,c sub (JM Bird) b Hazlewood,0,4,8,0,0,0.0,3
