Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Babar Azam,348144,c Finch b Short,45,44,3,0,102.27,0
Fakhar Zaman,512191,c †Carey b Coulter-Nile,11,12,1,0,91.67,0
Mohammad Hafeez,41434,c Short b Stanlake,40,34,3,2,117.65,0
Shoaib Malik,42657,c Marsh b Coulter-Nile,14,12,1,0,116.67,0
Asif Ali,494230,c Short b Stanlake,9,6,0,1,150.0,0
Faheem Ashraf,681117,not out ,17,10,1,1,170.0,0
Hasan Ali,681305,c Marsh b Coulter-Nile,0,1,0,0,0.0,0
Imad Wasim,227758,not out ,1,1,0,0,100.0,0
D'Arcy Short,308798,run out (Imad Wasim),2,12,0,0,16.67,1
Aaron Finch (c),5334,c Fakhar Zaman b Shadab Khan,3,10,0,0,30.0,1
Chris Lynn,326637,c Shadab Khan b Imad Wasim,7,12,0,1,58.33,1
Mitchell Marsh,272450,c †Sarfraz Ahmed b Shadab Khan,21,23,1,0,91.3,1
Glenn Maxwell,325026,c Shoaib Malik b Shaheen Shah Afridi,52,37,4,2,140.54,1
Alex Carey †,326434,c Fakhar Zaman b Mohammad Hafeez,1,4,0,0,25.0,1
Ben McDermott,603410,run out (Fakhar Zaman),3,4,0,0,75.0,1
Nathan Coulter-Nile,261354,c Asif Ali b Shaheen Shah Afridi,27,17,0,3,158.82,1
Andrew Tye,459508,not out ,2,1,0,0,200.0,1
Adam Zampa,379504,not out ,0,0,0,0,,1
