Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Shai Hope †,581379, b Udana,115,140,10,0,82.14,0
Sunil Ambris,348054, b NLTC Perera,3,10,0,0,30.0,0
Darren Bravo,277472,run out (Mendis/PWH de Silva),39,52,3,2,75.0,0
Roston Chase,391832, b Pradeep,41,45,3,1,91.11,0
Nicholas Pooran,604302,c Karunaratne b Udana,11,12,1,0,91.67,0
Kieron Pollard (c),230559,c Sandakan b Udana,9,6,0,1,150.0,0
Jason Holder,391485,run out (Mathews),12,10,2,0,120.0,0
Keemo Paul,677081,not out ,32,17,4,1,188.24,0
Hayden Walsh,443263,not out ,20,8,2,1,250.0,0
Avishka Fernando,784369,c †Hope b Joseph,50,55,5,1,90.91,1
Dimuth Karunaratne (c),227772,c †Hope b Holder,52,57,7,0,91.23,1
Kusal Perera †,300631,c Bravo b Paul,42,50,4,0,84.0,1
Kusal Mendis,629074,c Joseph b Walsh,20,25,2,1,80.0,1
Angelo Mathews,49764,c †Hope b Joseph,5,4,1,0,125.0,1
Dhananjaya de Silva,465793,c Paul b Walsh,18,29,2,0,62.07,1
Thisara Perera,233514,c sub (R Powell) b Joseph,32,22,3,1,145.45,1
PWH de Silva,784379,not out ,42,39,4,1,107.69,1
Isuru Udana,328026,c †Hope b Paul,0,6,0,0,0.0,1
Lakshan Sandakan,429738,run out (Ambris),3,9,0,0,33.33,1
Nuwan Pradeep,324358,not out ,0,0,0,0,,1
