Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rohit Sharma,34102,c †Klaasen b Rabada,0,6,4,0,0,0.0,0
Shikhar Dhawan,28235,c Markram b Duminy,76,63,105,12,0,120.63,0
Virat Kohli (c),253802,not out ,160,159,220,12,2,100.63,0
Ajinkya Rahane,277916,c Phehlukwayo b Duminy,11,13,16,0,0,84.62,0
Hardik Pandya,625371,c †Klaasen b Morris,14,15,21,0,1,93.33,0
MS Dhoni †,28081,c Ngidi b Imran Tahir,10,22,38,0,0,45.45,0
Kedar Jadhav,290716,c †Klaasen b Phehlukwayo,1,3,6,0,0,33.33,0
Bhuvneshwar Kumar,326016,not out ,16,19,37,1,0,84.21,0
Hashim Amla,43906,lbw b Bumrah,1,2,5,0,0,50.0,1
Aiden Markram (c),600498,st †Dhoni b Kuldeep Yadav,32,42,64,2,1,76.19,1
Jean-Paul Duminy,44932,lbw b Chahal,51,67,83,4,0,76.12,1
Heinrich Klaasen †,436757,lbw b Chahal,6,12,13,1,0,50.0,1
David Miller,321777,c †Dhoni b Bumrah,25,42,53,1,0,59.52,1
Khaya Zondo,318842,c sub (MK Pandey) b Chahal,17,38,64,0,0,44.74,1
Chris Morris,439952,lbw b Kuldeep Yadav,14,10,16,1,0,140.0,1
Andile Phehlukwayo,540316,c Kohli b Kuldeep Yadav,3,8,11,0,0,37.5,1
Kagiso Rabada,550215,not out ,12,7,18,1,1,171.43,1
Imran Tahir,40618,c Kohli b Chahal,8,6,4,2,0,133.33,1
Lungi Ngidi,542023,lbw b Kuldeep Yadav,6,6,6,1,0,100.0,1
