Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
KL Rahul,422108,c Hazratullah Zazai b Mohammad Nabi,30,53,56,2,0,56.6,0
Rohit Sharma,34102, b Mujeeb Ur Rahman,1,10,60,0,0,10.0,0
Virat Kohli (c),253802,c Rahmat Shah b Mohammad Nabi,67,63,105,5,0,106.35,0
Vijay Shankar,477021,lbw b Rahmat Shah,29,41,49,2,0,70.73,0
MS Dhoni †,28081,st †Ikram Alikhil b Rashid Khan,28,52,75,3,0,53.85,0
Kedar Jadhav,290716,c sub (Noor Ali Zadran) b Gulbadin Naib,52,68,88,3,1,76.47,0
Hardik Pandya,625371,c †Ikram Alikhil b Aftab Alam,7,9,23,0,0,77.78,0
Mohammed Shami,481896, b Gulbadin Naib,1,2,7,0,0,50.0,0
Kuldeep Yadav,559235,not out ,1,1,4,0,0,100.0,0
Jasprit Bumrah,625383,not out ,1,1,2,0,0,100.0,0
Hazratullah Zazai,793457, b Mohammed Shami,10,24,32,1,0,41.67,1
Gulbadin Naib (c),352048,c Shankar b Pandya,27,42,78,2,0,64.29,1
Rahmat Shah,533956,c Chahal b Bumrah,36,63,94,3,0,57.14,1
Hashmatullah Shahidi,440970,c & b Bumrah,21,45,53,2,0,46.67,1
Asghar Afghan,320652, b Chahal,8,19,33,0,0,42.11,1
Mohammad Nabi,25913,c Pandya b Mohammed Shami,52,55,105,4,1,94.55,1
Najibullah Zadran,524049,c Chahal b Pandya,21,23,32,2,0,91.3,1
Rashid Khan,793463,st †Dhoni b Chahal,14,16,20,1,0,87.5,1
Ikram Alikhil †,935553,not out ,7,10,28,0,0,70.0,1
Aftab Alam,440963, b Mohammed Shami,0,1,2,0,0,0.0,1
Mujeeb Ur Rahman,974109, b Mohammed Shami,0,1,2,0,0,0.0,1
