Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Mayank Agarwal,398438,c Elgar b Rabada,10,19,2,0,52.63,0
Rohit Sharma,34102,c Ngidi b Rabada,212,255,28,6,83.14,0
Cheteshwar Pujara,32540,lbw b Rabada,0,9,0,0,0.0,0
Virat Kohli (c),253802,lbw b Nortje,12,22,2,0,54.55,0
Ajinkya Rahane,277916,c †Klaasen b Linde,115,192,17,1,59.9,0
Ravindra Jadeja,234675,c †Klaasen b Linde,51,119,4,0,42.86,0
Wriddhiman Saha †,279810, b Linde,24,42,3,0,57.14,0
Ravichandran Ashwin,26421,st †Klaasen b Piedt,14,16,1,0,87.5,0
Umesh Yadav,376116,c †Klaasen b Linde,31,10,0,5,310.0,0
Shahbaz Nadeem,31872,not out ,1,5,0,0,20.0,0
Mohammed Shami,481896,not out ,10,11,0,1,90.91,0
Dean Elgar,230852,c †Saha b Mohammed Shami,0,2,0,0,0.0,1
Quinton de Kock,379143,c †Saha b Yadav,4,6,1,0,66.67,1
Zubayr Hamza,550187, b Jadeja,62,79,10,1,78.48,1
Faf du Plessis (c),44828, b Yadav,1,9,0,0,11.11,1
Temba Bavuma,372116,st †Saha b Nadeem,32,72,5,0,44.44,1
Heinrich Klaasen †,436757, b Jadeja,6,10,1,0,60.0,1
George Linde,481875,c Sharma b Yadav,37,81,3,1,45.68,1
Dane Piedt,379926,lbw b Mohammed Shami,4,14,0,0,28.57,1
Kagiso Rabada,550215,run out (Yadav),0,6,0,0,0.0,1
Anrich Nortje,481979,lbw b Nadeem,4,55,0,0,7.27,1
Lungi Ngidi,542023,not out ,0,5,0,0,0.0,1
Quinton de Kock,379143, b Yadav,5,6,1,0,83.33,2
Dean Elgar,230852,retired hurt ,16,29,3,0,55.17,2
Zubayr Hamza,550187, b Mohammed Shami,0,6,0,0,0.0,2
Faf du Plessis (c),44828,lbw b Mohammed Shami,4,10,0,0,40.0,2
Temba Bavuma,372116,c †Saha b Mohammed Shami,0,3,0,0,0.0,2
Heinrich Klaasen †,436757,lbw b Yadav,5,24,0,0,20.83,2
George Linde,481875,run out (Nadeem),27,55,5,0,49.09,2
Dane Piedt,379926, b Jadeja,23,73,2,1,31.51,2
Theunis de Bruyn,486672,c †Saha b Nadeem,30,49,4,1,61.22,2
Kagiso Rabada,550215,c Jadeja b Ashwin,12,16,3,0,75.0,2
Anrich Nortje,481979,not out ,5,16,1,0,31.25,2
Lungi Ngidi,542023,c & b Nadeem,0,1,0,0,0.0,2
