PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no run,40,Afghanistan,4,West Indies,1st innings,0,"starts with a short ball. Well directed, towards leg. Ducks underneath","Taylor to Usman Ghani, no run",0/0,53191,Jerome Taylor,0,1,0,0.1,0,False,False,0,0,0,False,0,711559,Usman Ghani,0,1,0,0,352048,Gulbadin Naib,0,0,0,0,1,False,0,0,0,0,0,1,10,0,False,,False,False,0.0,0,1,0,0,0,1,1,0,0
run,40,Afghanistan,4,West Indies,1st innings,1,"back of a length delivery on middle and leg, clipped down to fine leg for a run. Looked hurried for pace","Taylor to Usman Ghani, 1 run",1/0,53191,Jerome Taylor,0,2,0,0.2,1,False,False,0,0,0,False,0,711559,Usman Ghani,1,2,0,0,352048,Gulbadin Naib,0,0,0,0,2,False,0,0,0,0,0,1,10,0,False,,False,False,3.0,0,2,0,0,0,1,1,0,1
no run,40,Afghanistan,4,West Indies,1st innings,0,"an attacking shot immediately. Shortish outside off, pulled away towards mid-on.","Taylor to Gulbadin Naib, no run",1/0,53191,Jerome Taylor,0,3,0,0.3,1,False,False,0,0,0,False,0,352048,Gulbadin Naib,0,1,0,0,711559,Usman Ghani,1,2,0,0,3,False,0,0,0,0,0,1,10,0,False,,False,False,2.0,0,3,0,0,0,1,1,0,1
wide,40,Afghanistan,4,West Indies,1st innings,1,this is too short. Dug in again. Another bouncer that Naibducks underneath. But this is too high. Called,"Taylor to Gulbadin Naib, 1 wide",2/0,53191,Jerome Taylor,0,3,0,0.3,2,False,False,0,0,0,False,0,352048,Gulbadin Naib,0,1,0,0,711559,Usman Ghani,1,2,0,0,4,False,0,0,1,0,0,1,10,0,False,,False,False,4.0,0,3,0,0,0,1,1,1,2
no run,40,Afghanistan,4,West Indies,1st innings,0,yorker on middle and leg. Jammed out. Not much swing so far.,"Taylor to Gulbadin Naib, no run",2/0,53191,Jerome Taylor,0,4,0,0.4,2,False,False,0,0,0,False,0,352048,Gulbadin Naib,0,2,0,0,711559,Usman Ghani,1,2,0,0,5,False,0,0,0,0,0,1,10,0,False,,False,False,3.0,0,4,0,0,0,1,1,0,2
four,40,Afghanistan,4,West Indies,1st innings,4,"goes for it and finds the gap. Full on middle and leg, not a good line. Naib just flicks the ball nonchalantly over square leg. Didn't bother keeping that down","Taylor to Gulbadin Naib, FOUR runs",6/0,53191,Jerome Taylor,0,5,0,0.5,6,False,False,0,0,0,False,0,352048,Gulbadin Naib,4,3,1,0,711559,Usman Ghani,1,2,0,0,6,False,0,0,0,0,0,1,10,0,False,,False,False,7.2,0,5,0,0,0,1,1,0,6
four,40,Afghanistan,4,West Indies,1st innings,4,"another boundary. That's bad bowling. Drops short on middle and off, not too quick. Naib picks the length early and pulls over square leg for four more","Taylor to Gulbadin Naib, FOUR runs",10/0,53191,Jerome Taylor,0,6,0,1.0,10,False,False,0,0,0,False,0,352048,Gulbadin Naib,8,4,2,0,711559,Usman Ghani,1,2,0,0,7,True,0,0,0,0,0,1,10,0,False,,False,False,10.0,0,6,0,0,0,1,1,0,10
no run,40,Afghanistan,4,West Indies,1st innings,0,"nicely bowled. His mode of operation. Flat outside off, a hint of spin. Played into the off side","Badree to Usman Ghani, no run",10/0,51433,Samuel Badree,0,1,0,0.1,0,53191,Jerome Taylor,0,6,0,1.0,10,711559,Usman Ghani,1,3,0,0,352048,Gulbadin Naib,8,4,2,0,1,False,0,0,0,0,0,2,1,0,False,,False,False,8.57,0,7,0,0,0,1,1,0,10
no run,40,Afghanistan,4,West Indies,1st innings,0,"full and straight again, worked towards midwicket","Badree to Usman Ghani, no run",10/0,51433,Samuel Badree,0,2,0,0.2,0,53191,Jerome Taylor,0,6,0,1.0,10,711559,Usman Ghani,1,4,0,0,352048,Gulbadin Naib,8,4,2,0,2,False,0,0,0,0,0,2,1,0,False,,False,False,7.5,0,8,0,0,0,1,1,0,10
no run,40,Afghanistan,4,West Indies,1st innings,0,"excellent bowling. Full, straight, accurate. Defended back","Badree to Usman Ghani, no run",10/0,51433,Samuel Badree,0,3,0,0.3,0,53191,Jerome Taylor,0,6,0,1.0,10,711559,Usman Ghani,1,5,0,0,352048,Gulbadin Naib,8,4,2,0,3,False,0,0,0,0,0,2,1,0,False,,False,False,6.66,0,9,0,0,0,1,1,0,10
no run,40,Afghanistan,4,West Indies,1st innings,0,"flat outside off, pushed back to the bowler. Not much the batsman can do with that. It's a lovely length","Badree to Usman Ghani, no run",10/0,51433,Samuel Badree,0,4,0,0.4,0,53191,Jerome Taylor,0,6,0,1.0,10,711559,Usman Ghani,1,6,0,0,352048,Gulbadin Naib,8,4,2,0,4,False,0,0,0,0,0,2,1,0,False,,False,False,6.0,0,10,0,0,0,1,1,0,10
no run,40,Afghanistan,4,West Indies,1st innings,0,"good length again, but slightly wide. Ghani tries to cut but misses. Some extra bounce","Badree to Usman Ghani, no run",10/0,51433,Samuel Badree,0,5,0,0.5,0,53191,Jerome Taylor,0,6,0,1.0,10,711559,Usman Ghani,1,7,0,0,352048,Gulbadin Naib,8,4,2,0,5,False,0,0,0,0,0,2,1,0,False,,False,False,5.45,0,11,0,0,0,1,1,0,10
run,40,Afghanistan,4,West Indies,1st innings,1,"excellent over, but that's good batting too. Easy to think you need to attack after five dots in a T20, but the ball isn't there so he just flicks to deep midwicket to pick up one","Badree to Usman Ghani, 1 run",11/0,51433,Samuel Badree,0,6,0,1.0,1,53191,Jerome Taylor,0,6,0,1.0,10,711559,Usman Ghani,2,8,0,0,352048,Gulbadin Naib,8,4,2,0,6,True,0,0,0,0,0,2,1,0,False,,False,False,5.5,0,12,0,0,0,1,1,0,11
no run,40,Afghanistan,4,West Indies,1st innings,0,"good length on off, much better from Taylor. Skewed off the shoulder of the bat towards point","Taylor to Usman Ghani, no run",11/0,53191,Jerome Taylor,0,7,0,1.1,10,51433,Samuel Badree,0,6,0,1.0,1,711559,Usman Ghani,2,9,0,0,352048,Gulbadin Naib,8,4,2,0,1,False,0,0,0,0,0,3,9,0,False,,False,False,5.07,0,13,0,0,0,1,1,0,11
