PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no run,509670,Perth Scorchers,509673,Sydney Sixers,1st innings,0,"good length ball on fifth stump, left alone.","Bird to Roy, no run",0/0,215152,Jackson Bird,0,1,0,0.1,0,False,False,0,0,0,False,0,298438,Jason Roy,0,1,0,0,403902,Liam Livingstone,0,0,0,0,1,False,0,0,0,0,0,1,6,0,False,,False,False,0.0,0,1,0,0,0,1,1,0,0
no run,509670,Perth Scorchers,509673,Sydney Sixers,1st innings,0,<strong>edge! Just wide of first slip!</strong>,"Bird to Roy, no run",0/0,215152,Jackson Bird,0,2,0,0.2,0,False,False,0,0,0,False,0,298438,Jason Roy,0,2,0,0,403902,Liam Livingstone,0,0,0,0,2,False,0,0,0,0,0,1,6,0,False,,False,False,0.0,0,2,0,0,0,1,1,0,0
run,509670,Perth Scorchers,509673,Sydney Sixers,1st innings,1,"full and very wide, another mistimed shot but this time goes wide of mid-off enough to allow a run.","Bird to Roy, 1 run",1/0,215152,Jackson Bird,0,3,0,0.3,1,False,False,0,0,0,False,0,298438,Jason Roy,1,3,0,0,403902,Liam Livingstone,0,0,0,0,3,False,0,0,0,0,0,1,6,0,False,,False,False,2.0,0,3,0,0,0,1,1,0,1
no run,509670,Perth Scorchers,509673,Sydney Sixers,1st innings,0,"full on off stump, defended back to Bird.","Bird to Livingstone, no run",1/0,215152,Jackson Bird,0,4,0,0.4,1,False,False,0,0,0,False,0,403902,Liam Livingstone,0,1,0,0,298438,Jason Roy,1,3,0,0,4,False,0,0,0,0,0,1,6,0,False,,False,False,1.5,0,4,0,0,0,1,1,0,1
run,509670,Perth Scorchers,509673,Sydney Sixers,1st innings,1,"fullish length outside off, tapped into the covers for a single.","Bird to Livingstone, 1 run",2/0,215152,Jackson Bird,0,5,0,0.5,2,False,False,0,0,0,False,0,403902,Liam Livingstone,1,2,0,0,298438,Jason Roy,1,3,0,0,5,False,0,0,0,0,0,1,6,0,False,,False,False,2.4,0,5,0,0,0,1,1,0,2
four,509670,Perth Scorchers,509673,Sydney Sixers,1st innings,4,"length ball on the stumps, slaps this through wide mid-on and races away to the rope.","Bird to Roy, FOUR runs",6/0,215152,Jackson Bird,0,6,0,1.0,6,False,False,0,0,0,False,0,298438,Jason Roy,5,4,1,0,403902,Liam Livingstone,1,2,0,0,6,True,0,0,0,0,0,1,6,0,False,,False,False,6.0,0,6,0,0,0,1,1,0,6
no run,509670,Perth Scorchers,509673,Sydney Sixers,1st innings,0,"good length ball on off, defended to cover.","O'Keefe to Livingstone, no run",6/0,7069,Steve O'Keefe,0,1,0,0.1,0,215152,Jackson Bird,0,6,0,1.0,6,403902,Liam Livingstone,1,3,0,0,298438,Jason Roy,5,4,1,0,1,False,0,0,0,0,0,2,3,0,False,,False,False,5.14,0,7,0,0,0,1,1,0,6
no run,509670,Perth Scorchers,509673,Sydney Sixers,1st innings,0,"full and wide on sixth stump, skids on with a quicker ball to beat a punch.","O'Keefe to Livingstone, no run",6/0,7069,Steve O'Keefe,0,2,0,0.2,0,215152,Jackson Bird,0,6,0,1.0,6,403902,Liam Livingstone,1,4,0,0,298438,Jason Roy,5,4,1,0,2,False,0,0,0,0,0,2,3,0,False,,False,False,4.5,0,8,0,0,0,1,1,0,6
no run,509670,Perth Scorchers,509673,Sydney Sixers,1st innings,0,"<strong>dropped! </strong> Spills a sitter at mid-off, Daniel Hughes. Full outside off, skips down the track and drives hard and firmly to Hughes on the ring, comes in to him at thigh height, lunges forward and looks like he had this comfortably but it squirts out as his torso hits the turf.","O'Keefe to Livingstone, no run",6/0,7069,Steve O'Keefe,0,3,0,0.3,0,215152,Jackson Bird,0,6,0,1.0,6,403902,Liam Livingstone,1,5,0,0,298438,Jason Roy,5,4,1,0,3,False,0,0,0,0,0,2,3,0,False,,False,False,4.0,0,9,0,0,0,1,1,0,6
run,509670,Perth Scorchers,509673,Sydney Sixers,1st innings,1,good length ball punched to mid-on.,"O'Keefe to Livingstone, 1 run",7/0,7069,Steve O'Keefe,0,4,0,0.4,1,215152,Jackson Bird,0,6,0,1.0,6,403902,Liam Livingstone,2,6,0,0,298438,Jason Roy,5,4,1,0,4,False,0,0,0,0,0,2,3,0,False,,False,False,4.2,0,10,0,0,0,1,1,0,7
run,509670,Perth Scorchers,509673,Sydney Sixers,1st innings,1,good length ball pushed wide of Hughes at mid-off.,"O'Keefe to Roy, 1 run",8/0,7069,Steve O'Keefe,0,5,0,0.5,2,215152,Jackson Bird,0,6,0,1.0,6,298438,Jason Roy,6,5,1,0,403902,Liam Livingstone,2,6,0,0,5,False,0,0,0,0,0,2,3,0,False,,False,False,4.36,0,11,0,0,0,1,1,0,8
run,509670,Perth Scorchers,509673,Sydney Sixers,1st innings,1,good length ball flicked through midwicket.,"O'Keefe to Livingstone, 1 run",9/0,7069,Steve O'Keefe,0,6,0,1.0,3,215152,Jackson Bird,0,6,0,1.0,6,403902,Liam Livingstone,3,7,0,0,298438,Jason Roy,6,5,1,0,6,True,0,0,0,0,0,2,3,0,False,,False,False,4.5,0,12,0,0,0,1,1,0,9
