PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
run,7,Pakistan,1,England,1st innings,1,"Woakes starts slightly short and leg side, worked off the hip square for the opening run","Woakes to Imam-ul-Haq, 1 run",1/0,247235,Chris Woakes,0,1,0,0.1,1,False,False,0,0,0,False,0,568276,Imam-ul-Haq,1,1,0,0,512191,Fakhar Zaman,0,0,0,0,1,False,0,0,0,0,0,1,5,0,False,,False,False,6.0,0,1,0,0,0,1,1,0,1
no run,7,Pakistan,1,England,1st innings,0,"back of a length outside off, 85mph and Fakhar Zaman stabs towards point","Woakes to Fakhar Zaman, no run",1/0,247235,Chris Woakes,0,2,0,0.2,1,False,False,0,0,0,False,0,512191,Fakhar Zaman,0,1,0,0,568276,Imam-ul-Haq,1,1,0,0,2,False,0,0,0,0,0,1,5,0,False,,False,False,3.0,0,2,0,0,0,1,1,0,1
run,7,Pakistan,1,England,1st innings,1,shortish and swatted down to fine leg on the pull,"Woakes to Fakhar Zaman, 1 run",2/0,247235,Chris Woakes,0,3,0,0.3,2,False,False,0,0,0,False,0,512191,Fakhar Zaman,1,2,0,0,568276,Imam-ul-Haq,1,1,0,0,3,False,0,0,0,0,0,1,5,0,False,,False,False,4.0,0,3,0,0,0,1,1,0,2
no run,7,Pakistan,1,England,1st innings,0,"tucks him up back in the crease, blocked off an inside edge","Woakes to Imam-ul-Haq, no run",2/0,247235,Chris Woakes,0,4,0,0.4,2,False,False,0,0,0,False,0,568276,Imam-ul-Haq,1,2,0,0,512191,Fakhar Zaman,1,2,0,0,4,False,0,0,0,0,0,1,5,0,False,,False,False,3.0,0,4,0,0,0,1,1,0,2
run,7,Pakistan,1,England,1st innings,1,"short of a length, Imam camps on the back foot and nudges another single fine","Woakes to Imam-ul-Haq, 1 run",3/0,247235,Chris Woakes,0,5,0,0.5,3,False,False,0,0,0,False,0,568276,Imam-ul-Haq,2,3,0,0,512191,Fakhar Zaman,1,2,0,0,5,False,0,0,0,0,0,1,5,0,False,,False,False,3.6,0,5,0,0,0,1,1,0,3
run,7,Pakistan,1,England,1st innings,2,"tucked off the legs again, there's a big gap square with England positioning three slips, and they pinch a couple more to end an uneventful first over","Woakes to Fakhar Zaman, 2 runs",5/0,247235,Chris Woakes,0,6,0,1.0,5,False,False,0,0,0,False,0,512191,Fakhar Zaman,3,3,0,0,568276,Imam-ul-Haq,2,3,0,0,6,True,0,0,0,0,0,1,5,0,False,,False,False,5.0,0,6,0,0,0,1,1,0,5
no run,7,Pakistan,1,England,1st innings,0,"Archer glides to the crease and hits a length at 89mph, Imam taps to leg","Archer to Imam-ul-Haq, no run",5/0,669855,Jofra Archer,0,1,0,0.1,0,247235,Chris Woakes,0,6,0,1.0,5,568276,Imam-ul-Haq,2,4,0,0,512191,Fakhar Zaman,3,3,0,0,1,False,1,0,0,0,0,2,0,0,False,,False,False,4.28,0,7,0,0,0,1,1,0,5
no run,7,Pakistan,1,England,1st innings,0,"<b>squared him up magnificently!</b> Finds that intermediate length, the batsman sticking when he should be coming forward, climbs past the outside edge at 90mph! Tasty","Archer to Imam-ul-Haq, no run",5/0,669855,Jofra Archer,0,2,0,0.2,0,247235,Chris Woakes,0,6,0,1.0,5,568276,Imam-ul-Haq,2,5,0,0,512191,Fakhar Zaman,3,3,0,0,2,False,1,0,0,0,0,2,0,0,False,,False,False,3.75,0,8,0,0,0,1,1,0,5
no run,7,Pakistan,1,England,1st innings,0,"touch short, this decks away and <b>beats the groping Imam again!</b> Moved appreciably, that one","Archer to Imam-ul-Haq, no run",5/0,669855,Jofra Archer,0,3,0,0.3,0,247235,Chris Woakes,0,6,0,1.0,5,568276,Imam-ul-Haq,2,6,0,0,512191,Fakhar Zaman,3,3,0,0,3,False,1,0,0,0,0,2,0,0,False,,False,False,3.33,0,9,0,0,0,1,1,0,5
no run,7,Pakistan,1,England,1st innings,0,"three in a row! <b>Movement and wheels, 93mph this time! </b>Imam can only close his eyes and prod out in front of him","Archer to Imam-ul-Haq, no run",5/0,669855,Jofra Archer,0,4,0,0.4,0,247235,Chris Woakes,0,6,0,1.0,5,568276,Imam-ul-Haq,2,7,0,0,512191,Fakhar Zaman,3,3,0,0,4,False,1,0,0,0,0,2,0,0,False,,False,False,3.0,0,10,0,0,0,1,1,0,5
no run,7,Pakistan,1,England,1st innings,0,"banged in short and Imam clambers down underneath it, sharpish","Archer to Imam-ul-Haq, no run",5/0,669855,Jofra Archer,0,5,0,0.5,0,247235,Chris Woakes,0,6,0,1.0,5,568276,Imam-ul-Haq,2,8,0,0,512191,Fakhar Zaman,3,3,0,0,5,False,1,0,0,0,0,2,0,0,False,,False,False,2.72,0,11,0,0,0,1,1,0,5
no run,7,Pakistan,1,England,1st innings,0,"length ball on off stump, manages to line this one up and block into the off side","Archer to Imam-ul-Haq, no run",5/0,669855,Jofra Archer,1,6,0,1.0,0,247235,Chris Woakes,0,6,0,1.0,5,568276,Imam-ul-Haq,2,9,0,0,512191,Fakhar Zaman,3,3,0,0,6,True,1,0,0,0,0,2,0,0,False,,False,False,2.5,0,12,0,0,0,1,1,0,5
