PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
four,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,4,"pitched up - too full - attached with width outside off, Kamran leans into it and square-drives it. The ball skips away to the boundary","Mohammad Amir to Kamran Akmal, FOUR runs",4/0,290948,Mohammad Amir,0,1,0,0.1,4,False,False,0,0,0,False,0,41028,Kamran Akmal,4,1,1,0,False,False,0,0,0,0,1,False,0,0,0,0,0,1,10,0,False,,False,False,24.0,0,1,0,0,0,0,0,0,4
four,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,4,"back-to-back boundaries! Good length and slanting away outside off, Kamran employs finesse. Opens the bat-face and glides it past lone slip","Mohammad Amir to Kamran Akmal, FOUR runs",8/0,290948,Mohammad Amir,0,2,0,0.2,8,False,False,0,0,0,False,0,41028,Kamran Akmal,8,2,2,0,False,False,0,0,0,0,2,False,0,0,0,0,0,1,10,0,False,,False,False,24.0,0,2,0,0,0,0,0,0,8
no run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,0,"full inswinger from Amir, Kamran, who is hanging back, squirts an inside edge onto the pad. The ball rolls away square on the leg side","Mohammad Amir to Kamran Akmal, no run",8/0,290948,Mohammad Amir,0,3,0,0.3,8,False,False,0,0,0,False,0,41028,Kamran Akmal,8,3,2,0,False,False,0,0,0,0,3,False,0,0,0,0,0,1,10,0,False,,False,False,16.0,0,3,0,0,0,0,0,0,8
run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,1,"back of a length, this simply goes away outside off with the angle. Slashed down to deep third man for one","Mohammad Amir to Kamran Akmal, 1 run",9/0,290948,Mohammad Amir,0,4,0,0.4,9,False,False,0,0,0,False,0,41028,Kamran Akmal,9,4,2,0,False,False,0,0,0,0,4,False,0,0,0,0,0,1,10,0,False,,False,False,13.5,0,4,0,0,0,0,0,0,9
no run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,0,"length and outside off, 144.2ks, jabbed towards backward point","Mohammad Amir to Malan, no run",9/0,290948,Mohammad Amir,0,5,0,0.5,9,False,False,0,0,0,False,0,236489,Dawid Malan,0,1,0,0,41028,Kamran Akmal,9,4,2,0,5,False,0,0,0,0,0,1,10,0,False,,False,False,10.8,0,5,0,0,0,0,0,0,9
run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,1,"skiddy back-of-a-length delivery around off, Malan is pinned on the backfoot as he dabs a single down to third man","Mohammad Amir to Malan, 1 run",10/0,290948,Mohammad Amir,0,6,0,1.0,10,False,False,0,0,0,False,0,236489,Dawid Malan,1,2,0,0,41028,Kamran Akmal,9,4,2,0,6,True,0,0,0,0,0,1,10,0,False,,False,False,10.0,0,6,0,0,0,0,0,0,10
no run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,0,"pushed through and slides away outside off, past the outside edge","Imad Wasim to Malan, no run",10/0,227758,Imad Wasim,0,1,0,0.1,0,290948,Mohammad Amir,0,6,0,1.0,10,236489,Dawid Malan,1,3,0,0,41028,Kamran Akmal,9,4,2,0,1,False,0,0,0,0,0,2,8,0,False,,False,False,8.57,0,7,0,0,0,0,0,0,10
four,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,4,"fired outside off at nearly 94ks, Malan presses forward and creams a drive in the gap at the covers. The ball is coming onto the bat nicely","Imad Wasim to Malan, FOUR runs",14/0,227758,Imad Wasim,0,2,0,0.2,4,290948,Mohammad Amir,0,6,0,1.0,10,236489,Dawid Malan,5,4,1,0,41028,Kamran Akmal,9,4,2,0,2,False,0,0,0,0,0,2,8,0,False,,False,False,10.5,0,8,0,0,0,0,0,0,14
no run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,0,"tossed up, played back to the bowler","Imad Wasim to Malan, no run",14/0,227758,Imad Wasim,0,3,0,0.3,4,290948,Mohammad Amir,0,6,0,1.0,10,236489,Dawid Malan,5,5,1,0,41028,Kamran Akmal,9,4,2,0,3,False,0,0,0,0,0,2,8,0,False,,False,False,9.33,0,9,0,0,0,0,0,0,14
no run,953833,Peshawar Zalmi,953835,Karachi Kings,1st innings,0,"back of a length and rolls on outside off, Malan stands tall and punches to mid-off","Imad Wasim to Malan, no run",14/0,227758,Imad Wasim,0,4,0,0.4,4,290948,Mohammad Amir,0,6,0,1.0,10,236489,Dawid Malan,5,6,1,0,41028,Kamran Akmal,9,4,2,0,4,False,0,0,0,0,0,2,8,0,False,,False,False,8.4,0,10,0,0,0,0,0,0,14
