PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
no run,8,Sri Lanka,4,West Indies,1st innings,0,"fuller outside off, driven hard but cannot beat extra cover","Allen to Gunathilaka, no run",0/0,670013,Fabian Allen,0,1,0,0.1,0,False,False,0,0,0,False,0,345821,Danushka Gunathilaka,0,1,0,0,1028655,Pathum Nissanka,0,0,0,0,1,False,0,0,0,0,0,1,1,0,False,,False,False,0.0,0,1,0,0,0,1,1,0,0
no run,8,Sri Lanka,4,West Indies,1st innings,0,"too full on the stumps, digs it out back towards the bowler","Allen to Gunathilaka, no run",0/0,670013,Fabian Allen,0,2,0,0.2,0,False,False,0,0,0,False,0,345821,Danushka Gunathilaka,0,2,0,0,1028655,Pathum Nissanka,0,0,0,0,2,False,0,0,0,0,0,1,1,0,False,,False,False,0.0,0,2,0,0,0,1,1,0,0
run,8,Sri Lanka,4,West Indies,1st innings,1,"length ball around off, no room but Gunathilaka goes for the cut. Gets a thick outside edge to short third man for a quick single. Off the mark","Allen to Gunathilaka, 1 run",1/0,670013,Fabian Allen,0,3,0,0.3,1,False,False,0,0,0,False,0,345821,Danushka Gunathilaka,1,3,0,0,1028655,Pathum Nissanka,0,0,0,0,3,False,0,0,0,0,0,1,1,0,False,,False,False,2.0,0,3,0,0,0,1,1,0,1
no run,8,Sri Lanka,4,West Indies,1st innings,0,"fuller around off, pushed back","Allen to Nissanka, no run",1/0,670013,Fabian Allen,0,4,0,0.4,1,False,False,0,0,0,False,0,1028655,Pathum Nissanka,0,1,0,0,345821,Danushka Gunathilaka,1,3,0,0,4,False,0,0,0,0,0,1,1,0,False,,False,False,1.5,0,4,0,0,0,1,1,0,1
no run,8,Sri Lanka,4,West Indies,1st innings,0,"length ball on middle and leg, punched back. Fabian had to dive to his left to make the stop","Allen to Nissanka, no run",1/0,670013,Fabian Allen,0,5,0,0.5,1,False,False,0,0,0,False,0,1028655,Pathum Nissanka,0,2,0,0,345821,Danushka Gunathilaka,1,3,0,0,5,False,0,0,0,0,0,1,1,0,False,,False,False,1.2,0,5,0,0,0,1,1,0,1
no run,8,Sri Lanka,4,West Indies,1st innings,0,"length outside off, goes for the cut but straight towards the cover fielder","Allen to Nissanka, no run",1/0,670013,Fabian Allen,0,6,0,1.0,1,False,False,0,0,0,False,0,1028655,Pathum Nissanka,0,3,0,0,345821,Danushka Gunathilaka,1,3,0,0,6,True,0,0,0,0,0,1,1,0,False,,False,False,1.0,0,6,0,0,0,1,1,0,1
run,8,Sri Lanka,4,West Indies,1st innings,2,"fuller on the stumps, pushes it towards mid-on and sets off. A direct at the bowler's end but Gunathilaka is well in. And they take an overthrow as well","Sinclair to Gunathilaka, 2 runs",3/0,1206110,Kevin Sinclair,0,1,0,0.1,2,670013,Fabian Allen,0,6,0,1.0,1,345821,Danushka Gunathilaka,3,4,0,0,1028655,Pathum Nissanka,0,3,0,0,1,False,0,0,0,0,0,2,9,0,False,,False,False,2.57,0,7,0,0,0,1,1,0,3
no run,8,Sri Lanka,4,West Indies,1st innings,0,"length outside off, finds the point fielder with the cut","Sinclair to Gunathilaka, no run",3/0,1206110,Kevin Sinclair,0,2,0,0.2,2,670013,Fabian Allen,0,6,0,1.0,1,345821,Danushka Gunathilaka,3,5,0,0,1028655,Pathum Nissanka,0,3,0,0,2,False,0,0,0,0,0,2,9,0,False,,False,False,2.25,0,8,0,0,0,1,1,0,3
four,8,Sri Lanka,4,West Indies,1st innings,4,slightly short from the bowler and Gunathilaka rocks back and pulls it over short midwicket. Not from the middle of the bat but enough to bring the first boundary of the evening,"Sinclair to Gunathilaka, FOUR runs",7/0,1206110,Kevin Sinclair,0,3,0,0.3,6,670013,Fabian Allen,0,6,0,1.0,1,345821,Danushka Gunathilaka,7,6,1,0,1028655,Pathum Nissanka,0,3,0,0,3,False,0,0,0,0,0,2,9,0,False,,False,False,4.66,0,9,0,0,0,1,1,0,7
run,8,Sri Lanka,4,West Indies,1st innings,1,"<b>a chance of a run out but the throw is wayward</b> from Fabian Allen. Drops the length ball on the off side and sets off. The fielder is quick to the ball, Sinclair is in position at the bowler's end but the throw is way too wide for Sinclair to collect","Sinclair to Gunathilaka, 1 run",8/0,1206110,Kevin Sinclair,0,4,0,0.4,7,670013,Fabian Allen,0,6,0,1.0,1,345821,Danushka Gunathilaka,8,7,1,0,1028655,Pathum Nissanka,0,3,0,0,4,False,0,0,0,0,0,2,9,0,False,,False,False,4.8,0,10,0,0,0,1,1,0,8
