PlayType_description,Batting_Team_id,Batting_Team_name,Bowling_Team_id,Bowling_Team_name,Innings,Total_Runs_on_delivery,Commentary,Commentary_short,Score,Bowler_id,Bowler_name,Bowler_maiden,Bowler_balls,Bowler_wickets,Bowler_over,Bowler_conceded,Other_Bowler_id,Other_Bowler_name,Other_Bowler_maidens,Other_Bowler_balls,Other_Bowler_wickets,Other_Bowler_overs,Other_Bowler_conceded,Batsman_id,Batsman_name,Batsman_runs,Batsman_balls_faced,Batsman_four,Batsman_sixes,Other_Batsman_id,Other_Batsman_name,Other_Batsman_runs,Other_Batsman_balls_faced,Other_Batsman_four,Other_Batsman_sixes,Over_ball,Over_complete,Over_maiden,Over_no_Ball,Over_wide,Over_byes,Over_leg_byes,Over_number,Over_runs,Over_wickets,Dismissal_is_true,Dismissal_type,Dismissal_fielder_iskeeper,Dismissal_text,Innings_run_rate,Innings_byes,Innings_balls,Innings_no_balls,Innings_wickets,Innings_leg_byes,Innings_session,Innings_day,Innings_wides,Innings_runs
wide,4,West Indies,5,New Zealand,1st innings,1,"drift down leg - figures, he's not had much cricket in the lead-up, even if he might have bowled 100 overs in the nets at training","Southee to Fletcher, 1 wide",1/0,232364,Tim Southee,0,0,0,0.0,1,False,False,0,0,0,False,0,51862,Andre Fletcher,0,0,0,0,670035,Brandon King,0,0,0,0,1,False,0,0,1,0,0,1,8,0,False,,False,False,False,0,0,0,0,0,1,1,1,1
wide,4,West Indies,5,New Zealand,1st innings,1,"a second one that's off target. There's gorgeous carry off the surface, but Southee needs to shift his line towards off stump","Southee to Fletcher, 1 wide",2/0,232364,Tim Southee,0,0,0,0.0,2,False,False,0,0,0,False,0,51862,Andre Fletcher,0,0,0,0,670035,Brandon King,0,0,0,0,2,False,0,0,1,0,0,1,8,0,False,,False,False,False,0,0,0,0,0,1,1,1,2
no run,4,West Indies,5,New Zealand,1st innings,0,and there we go. The bounce is too much for Fletcher who attempts a cut at a back of a length delivery that's too quick and flies through to the keeper,"Southee to Fletcher, no run",2/0,232364,Tim Southee,0,1,0,0.1,2,False,False,0,0,0,False,0,51862,Andre Fletcher,0,1,0,0,670035,Brandon King,0,0,0,0,3,False,0,0,0,0,0,1,8,0,False,,False,False,12.0,0,1,0,0,0,1,1,0,2
no run,4,West Indies,5,New Zealand,1st innings,0,"hits the deck on and around off stump, Fletcher lets it go","Southee to Fletcher, no run",2/0,232364,Tim Southee,0,2,0,0.2,2,False,False,0,0,0,False,0,51862,Andre Fletcher,0,2,0,0,670035,Brandon King,0,0,0,0,4,False,0,0,0,0,0,1,8,0,False,,False,False,6.0,0,2,0,0,0,1,1,0,2
four,4,West Indies,5,New Zealand,1st innings,4,"lovely shot. He shifts his weight legside of the ball, waits for it to get right under his eyes, and basically cuts it off the stumps, focusing on placement. Gets the gap between point and cover point.","Southee to Fletcher, FOUR runs",6/0,232364,Tim Southee,0,3,0,0.3,6,False,False,0,0,0,False,0,51862,Andre Fletcher,4,3,1,0,670035,Brandon King,0,0,0,0,5,False,0,0,0,0,0,1,8,0,False,,False,False,12.0,0,3,0,0,0,1,1,0,6
run,4,West Indies,5,New Zealand,1st innings,1,gets across on off stump and nudges the shortish ball out to long leg.,"Southee to Fletcher, 1 run",7/0,232364,Tim Southee,0,4,0,0.4,7,False,False,0,0,0,False,0,51862,Andre Fletcher,5,4,1,0,670035,Brandon King,0,0,0,0,6,False,0,0,0,0,0,1,8,0,False,,False,False,10.5,0,4,0,0,0,1,1,0,7
no run,4,West Indies,5,New Zealand,1st innings,0,"length, jags back into him, and he defends from the crease","Southee to King, no run",7/0,232364,Tim Southee,0,5,0,0.5,7,False,False,0,0,0,False,0,670035,Brandon King,0,1,0,0,51862,Andre Fletcher,5,4,1,0,7,False,0,0,0,0,0,1,8,0,False,,False,False,8.4,0,5,0,0,0,1,1,0,7
wide,4,West Indies,5,New Zealand,1st innings,1,"fuller, down the leg side, and called a wide again as King leaves","Southee to King, 1 wide",8/0,232364,Tim Southee,0,5,0,0.5,8,False,False,0,0,0,False,0,670035,Brandon King,0,1,0,0,51862,Andre Fletcher,5,4,1,0,8,False,0,0,1,0,0,1,8,0,False,,False,False,9.6,0,5,0,0,0,1,1,1,8
no run,4,West Indies,5,New Zealand,1st innings,0,"fuller, driven hard, and fielded at cover","Southee to King, no run",8/0,232364,Tim Southee,0,6,0,1.0,8,False,False,0,0,0,False,0,670035,Brandon King,0,2,0,0,51862,Andre Fletcher,5,4,1,0,9,True,0,0,0,0,0,1,8,0,False,,False,False,8.0,0,6,0,0,0,1,1,0,8
no run,4,West Indies,5,New Zealand,1st innings,0,"length, moves back in and beats the batsman for pace. Good bounce on that as well, and that dissuades Jamieson from going up in appeal","Jamieson to Fletcher, no run",8/0,625960,Kyle Jamieson,0,1,0,0.1,0,232364,Tim Southee,0,6,0,1.0,8,51862,Andre Fletcher,5,5,1,0,670035,Brandon King,0,2,0,0,1,False,0,0,0,0,0,2,18,0,False,,False,False,6.85,0,7,0,0,0,1,1,0,8
